county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day,provisional,other
Volusia,0509 509,State Senate,7,Under Votes,,50,20,20,10,0,0
Volusia,0509 509,State House,25,Tom Leek,REP,670,271,233,166,0,0
Volusia,0509 509,State House,25,Sarah Zutter,DEM,237,60,148,29,0,0
Volusia,0509 509,State House,25,"Joseph ""Joe"" Hannoush (LPF)",,27,8,9,10,0,0
Volusia,0509 509,State House,25,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,State House,25,Under Votes,,45,20,17,8,0,0
Volusia,0509 509,State House,26,Elizabeth Fetterhoff,REP,24,9,11,4,0,0
Volusia,0509 509,State House,26,Patrick Henry,DEM,15,2,10,3,0,0
Volusia,0509 509,State House,26,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,State House,26,Under Votes,,1,0,1,0,0,0
Volusia,0509 509,Supreme Court - Carlos G. Muniz,,Yes,,620,235,248,137,0,0
Volusia,0509 509,Supreme Court - Carlos G. Muniz,,No,,231,74,110,47,0,0
Volusia,0509 509,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Supreme Court - Carlos G. Muniz,,Under Votes,,168,61,71,36,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Evander,,Yes,,634,235,266,133,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Evander,,No,,205,68,92,45,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Evander,,Over Votes,,1,1,0,0,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Evander,,Under Votes,,179,66,71,42,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Grosshans,,Yes,,626,231,260,135,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Grosshans,,No,,214,72,98,44,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Grosshans,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Grosshans,,Under Votes,,179,67,71,41,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Harris,,Yes,,646,246,261,139,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Harris,,No,,195,60,97,38,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Harris,,Over Votes,,1,1,0,0,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Harris,,Under Votes,,177,63,71,43,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Orfinger,,Yes,,655,246,279,130,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Orfinger,,No,,195,63,82,50,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Orfinger,,Under Votes,,169,61,68,40,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Sasso,,Yes,,619,229,253,137,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Sasso,,No,,206,72,96,38,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Sasso,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Sasso,,Under Votes,,194,69,80,45,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Wallis,,Yes,,634,234,266,134,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Wallis,,No,,195,64,89,42,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,5th Dist Crt of Appeal - Wallis,,Under Votes,,190,72,74,44,0,0
Volusia,0509 509,Circuit Judge,,Joan Anthony,,428,135,210,83,0,0
Volusia,0509 509,Circuit Judge,,Dan Hilbert,,414,168,152,94,0,0
Volusia,0509 509,Circuit Judge,,Over Votes,,1,1,0,0,0,0
Volusia,0509 509,Circuit Judge,,Under Votes,,176,66,67,43,0,0
Volusia,0509 509,County Council Chair,,Jeff Brower,,571,214,220,137,0,0
Volusia,0509 509,County Council Chair,,"Deborah A. ""Deb"" Denys",,305,106,149,50,0,0
Volusia,0509 509,County Council Chair,,Over Votes,,1,1,0,0,0,0
Volusia,0509 509,County Council Chair,,Under Votes,,142,49,60,33,0,0
Volusia,0509 509,County Council Member District 4,,Barbara Bonarrigo,,351,123,154,74,0,0
Volusia,0509 509,County Council Member District 4,,Heather Post,,535,204,215,116,0,0
Volusia,0509 509,County Council Member District 4,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,County Council Member District 4,,Under Votes,,133,43,60,30,0,0
Volusia,0509 509,Soil & Water Conservation Seat 2,,John Nelson,,635,243,252,140,0,0
Volusia,0509 509,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,180,60,84,36,0,0
Volusia,0509 509,Soil & Water Conservation Seat 2,,Over Votes,,1,1,0,0,0,0
Volusia,0509 509,Soil & Water Conservation Seat 2,,Under Votes,,203,66,93,44,0,0
Volusia,0509 509,Soil & Water Conservation Seat 4,,Wendy Anderson,,460,141,223,96,0,0
Volusia,0509 509,Soil & Water Conservation Seat 4,,Barbara Deering,,362,163,119,80,0,0
Volusia,0509 509,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Soil & Water Conservation Seat 4,,Under Votes,,197,66,87,44,0,0
Volusia,0509 509,Amendment 1 - Citzenship Requirement,,Yes,,832,315,330,187,0,0
Volusia,0509 509,Amendment 1 - Citzenship Requirement,,No,,131,31,80,20,0,0
Volusia,0509 509,Amendment 1 - Citzenship Requirement,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Amendment 1 - Citzenship Requirement,,Under Votes,,56,24,19,13,0,0
Volusia,0509 509,Amendment 2 - Minimum Wage,,Yes,,467,131,251,85,0,0
Volusia,0509 509,Amendment 2 - Minimum Wage,,No,,504,219,162,123,0,0
Volusia,0509 509,Amendment 2 - Minimum Wage,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Amendment 2 - Minimum Wage,,Under Votes,,48,20,16,12,0,0
Volusia,0509 509,Amendment 3 - Primary Elections,,Yes,,467,160,208,99,0,0
Volusia,0509 509,Amendment 3 - Primary Elections,,No,,481,184,195,102,0,0
Volusia,0509 509,Amendment 3 - Primary Elections,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Amendment 3 - Primary Elections,,Under Votes,,71,26,26,19,0,0
Volusia,0509 509,Amendment 4 - Apprl Const. Amendment,,Yes,,460,191,155,114,0,0
Volusia,0509 509,Amendment 4 - Apprl Const. Amendment,,No,,471,142,246,83,0,0
Volusia,0509 509,Amendment 4 - Apprl Const. Amendment,,Over Votes,,1,0,0,1,0,0
Volusia,0509 509,Amendment 4 - Apprl Const. Amendment,,Under Votes,,87,37,28,22,0,0
Volusia,0509 509,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0509 509,Amendment 5 - Homestead,,Yes,,641,245,258,138,0,0
Volusia,0509 509,Amendment 5 - Homestead,,No,,282,83,136,63,0,0
Volusia,0509 509,Amendment 5 - Homestead,,Over Votes,,1,1,0,0,0,0
Volusia,0509 509,Amendment 5 - Homestead,,Under Votes,,95,41,35,19,0,0
Volusia,0509 509,Amendment 6 - Ad Valorem Tax Discount,,Yes,,829,306,336,187,0,0
Volusia,0509 509,Amendment 6 - Ad Valorem Tax Discount,,No,,118,35,67,16,0,0
Volusia,0509 509,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,72,29,26,17,0,0
Volusia,0509 509,Volusia ECHO,,Yes (For Bonds),,642,203,300,139,0,0
Volusia,0509 509,Volusia ECHO,,No (Against Bonds),,290,134,96,60,0,0
Volusia,0509 509,Volusia ECHO,,Over Votes,,1,0,0,1,0,0
Volusia,0509 509,Volusia ECHO,,Under Votes,,86,33,33,20,0,0
Volusia,0509 509,Volusia Forever,,Yes (For Bonds),,675,208,325,142,0,0
Volusia,0509 509,Volusia Forever,,No (Against Bonds),,261,131,73,57,0,0
Volusia,0509 509,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0509 509,Volusia Forever,,Under Votes,,83,31,31,21,0,0
Volusia,0510 510,President,,Donald J. Trump,REP,2368,1048,925,394,1,0
Volusia,0510 510,President,,Joseph R. Biden,DEM,1457,408,952,96,1,0
Volusia,0510 510,President,,Jo Jorgensen,LPF,22,6,11,5,0,0
Volusia,0510 510,President,,"Roque ""Rocky"" De La Fuente",REF,4,1,3,0,0,0
Volusia,0510 510,President,,Gloria La Riva,PSL,1,0,1,0,0,0
Volusia,0510 510,President,,Howie Hawkins,GRE,2,0,1,1,0,0
Volusia,0510 510,President,,Don Blankenship,CPF,0,0,0,0,0,0
Volusia,0510 510,President,,WRITE-IN,,10,6,4,0,0,0
Volusia,0510 510,President,,Over Votes,,1,0,1,0,0,0
Volusia,0510 510,President,,Under Votes,,14,1,13,0,0,0
Volusia,0510 510,U.S. House,6,Michael Waltz,REP,2453,1071,988,393,1,0
Volusia,0510 510,U.S. House,6,Clint Curtis,DEM,1287,354,852,80,1,0
Volusia,0510 510,U.S. House,6,WRITE-IN,,4,0,2,2,0,0
Volusia,0510 510,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,U.S. House,6,Under Votes,,135,45,69,21,0,0
Volusia,0510 510,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,2445,1046,1018,380,1,0
Volusia,0510 510,State Attorney 7th Judicial Circuit,,Don Dempsey,,1113,315,708,89,1,0
Volusia,0510 510,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,State Attorney 7th Judicial Circuit,,Under Votes,,321,109,185,27,0,0
Volusia,0510 510,State Senate,7,Travis J. Hutson,REP,2364,1032,952,379,1,0
Volusia,0510 510,State Senate,7,Heather Hunter,DEM,1335,377,864,93,1,0
Volusia,0510 510,State Senate,7,WRITE-IN,,4,2,1,1,0,0
Volusia,0510 510,State Senate,7,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,State Senate,7,Under Votes,,176,59,94,23,0,0
Volusia,0510 510,State House,25,Tom Leek,REP,2414,1043,988,382,1,0
Volusia,0510 510,State House,25,Sarah Zutter,DEM,1201,336,789,75,1,0
Volusia,0510 510,State House,25,"Joseph ""Joe"" Hannoush (LPF)",,98,38,43,17,0,0
Volusia,0510 510,State House,25,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,State House,25,Under Votes,,166,53,91,22,0,0
Volusia,0510 510,Supreme Court - Carlos G. Muniz,,Yes,,2292,964,1020,307,1,0
Volusia,0510 510,Supreme Court - Carlos G. Muniz,,No,,909,271,534,103,1,0
Volusia,0510 510,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Supreme Court - Carlos G. Muniz,,Under Votes,,678,235,357,86,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Evander,,Yes,,2449,952,1195,302,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Evander,,No,,719,272,342,104,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Evander,,Over Votes,,3,2,0,1,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Evander,,Under Votes,,708,244,374,89,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Grosshans,,Yes,,2283,936,1053,294,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Grosshans,,No,,852,281,464,106,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Grosshans,,Over Votes,,1,1,0,0,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Grosshans,,Under Votes,,743,252,394,96,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Harris,,Yes,,2373,970,1097,306,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Harris,,No,,758,244,420,93,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Harris,,Over Votes,,1,0,0,1,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Harris,,Under Votes,,747,256,394,96,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Orfinger,,Yes,,2478,981,1192,305,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Orfinger,,No,,713,252,360,100,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Orfinger,,Under Votes,,688,237,359,91,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Sasso,,Yes,,2298,937,1071,290,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Sasso,,No,,798,259,436,102,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,1,0,0,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Sasso,,Under Votes,,782,273,404,104,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Wallis,,Yes,,2363,947,1119,297,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Wallis,,No,,738,257,383,97,1,0
Volusia,0510 510,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,5th Dist Crt of Appeal - Wallis,,Under Votes,,778,266,409,102,1,0
Volusia,0510 510,Circuit Judge,,Joan Anthony,,1584,520,895,169,0,0
Volusia,0510 510,Circuit Judge,,Dan Hilbert,,1527,674,634,218,1,0
Volusia,0510 510,Circuit Judge,,Over Votes,,4,3,0,1,0,0
Volusia,0510 510,Circuit Judge,,Under Votes,,764,273,382,108,1,0
Volusia,0510 510,County Council Chair,,Jeff Brower,,2010,803,928,279,0,0
Volusia,0510 510,County Council Chair,,"Deborah A. ""Deb"" Denys",,1302,462,689,150,1,0
Volusia,0510 510,County Council Chair,,Over Votes,,1,0,0,1,0,0
Volusia,0510 510,County Council Chair,,Under Votes,,566,205,294,66,1,0
Volusia,0510 510,County Council Member District 4,,Barbara Bonarrigo,,1439,538,685,216,0,0
Volusia,0510 510,County Council Member District 4,,Heather Post,,1903,760,920,222,1,0
Volusia,0510 510,County Council Member District 4,,Over Votes,,2,2,0,0,0,0
Volusia,0510 510,County Council Member District 4,,Under Votes,,535,170,306,58,1,0
Volusia,0510 510,Soil & Water Conservation Seat 2,,John Nelson,,2239,905,1036,298,0,0
Volusia,0510 510,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,689,235,365,88,1,0
Volusia,0510 510,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Soil & Water Conservation Seat 2,,Under Votes,,951,330,510,110,1,0
Volusia,0510 510,Soil & Water Conservation Seat 4,,Wendy Anderson,,1676,544,940,192,0,0
Volusia,0510 510,Soil & Water Conservation Seat 4,,Barbara Deering,,1353,627,526,199,1,0
Volusia,0510 510,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Soil & Water Conservation Seat 4,,Under Votes,,850,299,445,105,1,0
Volusia,0510 510,Ormond Beach Mayor,,Rob Bridger,,1542,511,900,131,0,0
Volusia,0510 510,Ormond Beach Mayor,,Bill Partington,,1983,842,837,303,1,0
Volusia,0510 510,Ormond Beach Mayor,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Ormond Beach Mayor,,Under Votes,,354,117,174,62,1,0
Volusia,0510 510,Amendment 1 - Citzenship Requirement,,Yes,,2984,1179,1385,418,2,0
Volusia,0510 510,Amendment 1 - Citzenship Requirement,,No,,721,218,451,52,0,0
Volusia,0510 510,Amendment 1 - Citzenship Requirement,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Amendment 1 - Citzenship Requirement,,Under Votes,,174,73,75,26,0,0
Volusia,0510 510,Amendment 2 - Minimum Wage,,Yes,,1766,537,1061,166,2,0
Volusia,0510 510,Amendment 2 - Minimum Wage,,No,,1939,873,765,301,0,0
Volusia,0510 510,Amendment 2 - Minimum Wage,,Over Votes,,1,1,0,0,0,0
Volusia,0510 510,Amendment 2 - Minimum Wage,,Under Votes,,173,59,85,29,0,0
Volusia,0510 510,Amendment 3 - Primary Elections,,Yes,,1512,467,847,197,1,0
Volusia,0510 510,Amendment 3 - Primary Elections,,No,,2071,897,920,253,1,0
Volusia,0510 510,Amendment 3 - Primary Elections,,Over Votes,,2,1,0,1,0,0
Volusia,0510 510,Amendment 3 - Primary Elections,,Under Votes,,294,105,144,45,0,0
Volusia,0510 510,Amendment 4 - Apprl Const. Amendment,,Yes,,1693,719,713,260,1,0
Volusia,0510 510,Amendment 4 - Apprl Const. Amendment,,No,,1848,632,1026,189,1,0
Volusia,0510 510,Amendment 4 - Apprl Const. Amendment,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Amendment 4 - Apprl Const. Amendment,,Under Votes,,338,119,172,47,0,0
Volusia,0510 510,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0510 510,Amendment 5 - Homestead,,Yes,,2466,981,1146,337,2,0
Volusia,0510 510,Amendment 5 - Homestead,,No,,1037,356,581,100,0,0
Volusia,0510 510,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Amendment 5 - Homestead,,Under Votes,,376,133,184,59,0,0
Volusia,0510 510,Amendment 6 - Ad Valorem Tax Discount,,Yes,,3010,1186,1420,403,1,0
Volusia,0510 510,Amendment 6 - Ad Valorem Tax Discount,,No,,594,181,359,53,1,0
Volusia,0510 510,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,275,103,132,40,0,0
Volusia,0510 510,Volusia ECHO,,Yes (For Bonds),,2461,836,1352,271,2,0
Volusia,0510 510,Volusia ECHO,,No (Against Bonds),,1110,525,411,174,0,0
Volusia,0510 510,Volusia ECHO,,Over Votes,,2,2,0,0,0,0
Volusia,0510 510,Volusia ECHO,,Under Votes,,306,107,148,51,0,0
Volusia,0510 510,Volusia Forever,,Yes (For Bonds),,2610,865,1451,293,1,0
Volusia,0510 510,Volusia Forever,,No (Against Bonds),,969,497,317,154,1,0
Volusia,0510 510,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0510 510,Volusia Forever,,Under Votes,,300,108,143,49,0,0
Volusia,0511 511,President,,Donald J. Trump,REP,640,345,138,157,0,0
Volusia,0511 511,President,,Joseph R. Biden,DEM,227,62,139,26,0,0
Volusia,0511 511,President,,Jo Jorgensen,LPF,6,1,2,3,0,0
Volusia,0511 511,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0,0
Volusia,0511 511,President,,Gloria La Riva,PSL,1,0,1,0,0,0
Volusia,0511 511,President,,Howie Hawkins,GRE,3,0,3,0,0,0
Volusia,0511 511,President,,Don Blankenship,CPF,0,0,0,0,0,0
Volusia,0511 511,President,,WRITE-IN,,1,0,0,1,0,0
Volusia,0511 511,President,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,President,,Under Votes,,3,0,3,0,0,0
Volusia,0511 511,U.S. House,6,Michael Waltz,REP,641,338,152,151,0,0
Volusia,0511 511,U.S. House,6,Clint Curtis,DEM,205,59,120,26,0,0
Volusia,0511 511,U.S. House,6,WRITE-IN,,0,0,0,0,0,0
Volusia,0511 511,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,U.S. House,6,Under Votes,,35,11,14,10,0,0
Volusia,0511 511,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,629,331,156,142,0,0
Volusia,0511 511,State Attorney 7th Judicial Circuit,,Don Dempsey,,195,60,104,31,0,0
Volusia,0511 511,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,State Attorney 7th Judicial Circuit,,Under Votes,,57,17,26,14,0,0
Volusia,0511 511,State Senate,7,Travis J. Hutson,REP,620,334,138,148,0,0
Volusia,0511 511,State Senate,7,Heather Hunter,DEM,222,63,131,28,0,0
Volusia,0511 511,State Senate,7,WRITE-IN,,0,0,0,0,0,0
Volusia,0511 511,State Senate,7,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,State Senate,7,Under Votes,,39,11,17,11,0,0
Volusia,0511 511,State House,26,Elizabeth Fetterhoff,REP,628,339,143,146,0,0
Volusia,0511 511,State House,26,Patrick Henry,DEM,220,58,131,31,0,0
Volusia,0511 511,State House,26,Over Votes,,1,0,0,1,0,0
Volusia,0511 511,State House,26,Under Votes,,32,11,12,9,0,0
Volusia,0511 511,Supreme Court - Carlos G. Muniz,,Yes,,494,249,138,107,0,0
Volusia,0511 511,Supreme Court - Carlos G. Muniz,,No,,213,75,98,40,0,0
Volusia,0511 511,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Supreme Court - Carlos G. Muniz,,Under Votes,,174,84,50,40,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Evander,,Yes,,503,231,164,108,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Evander,,No,,198,92,69,37,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Evander,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Evander,,Under Votes,,180,85,53,42,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Grosshans,,Yes,,490,247,142,101,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Grosshans,,No,,205,73,90,42,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Grosshans,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Grosshans,,Under Votes,,186,88,54,44,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Harris,,Yes,,519,251,156,112,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Harris,,No,,176,72,71,33,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Harris,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Harris,,Under Votes,,186,85,59,42,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Orfinger,,Yes,,525,243,181,101,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Orfinger,,No,,180,83,51,46,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Orfinger,,Under Votes,,176,82,54,40,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Sasso,,Yes,,497,248,141,108,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Sasso,,No,,186,70,79,37,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,1,0,0,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Sasso,,Under Votes,,197,89,66,42,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Wallis,,Yes,,498,241,160,97,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Wallis,,No,,185,75,65,45,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,5th Dist Crt of Appeal - Wallis,,Under Votes,,198,92,61,45,0,0
Volusia,0511 511,Circuit Judge,,Joan Anthony,,330,123,141,66,0,0
Volusia,0511 511,Circuit Judge,,Dan Hilbert,,358,197,86,75,0,0
Volusia,0511 511,Circuit Judge,,Over Votes,,1,1,0,0,0,0
Volusia,0511 511,Circuit Judge,,Under Votes,,192,87,59,46,0,0
Volusia,0511 511,County Council Chair,,Jeff Brower,,524,261,160,103,0,0
Volusia,0511 511,County Council Chair,,"Deborah A. ""Deb"" Denys",,228,94,90,44,0,0
Volusia,0511 511,County Council Chair,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,County Council Chair,,Under Votes,,129,53,36,40,0,0
Volusia,0511 511,County Council Member District 4,,Barbara Bonarrigo,,247,103,71,73,0,0
Volusia,0511 511,County Council Member District 4,,Heather Post,,518,255,177,86,0,0
Volusia,0511 511,County Council Member District 4,,Over Votes,,1,1,0,0,0,0
Volusia,0511 511,County Council Member District 4,,Under Votes,,115,49,38,28,0,0
Volusia,0511 511,Soil & Water Conservation Seat 2,,John Nelson,,505,245,164,96,0,0
Volusia,0511 511,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,168,71,56,41,0,0
Volusia,0511 511,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Soil & Water Conservation Seat 2,,Under Votes,,208,92,66,50,0,0
Volusia,0511 511,Soil & Water Conservation Seat 4,,Wendy Anderson,,357,144,148,65,0,0
Volusia,0511 511,Soil & Water Conservation Seat 4,,Barbara Deering,,327,180,74,73,0,0
Volusia,0511 511,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Soil & Water Conservation Seat 4,,Under Votes,,197,84,64,49,0,0
Volusia,0511 511,WVHA - Group A Seat,,Judy Craig,,138,62,57,19,0,0
Volusia,0511 511,WVHA - Group A Seat,,John M. Hill,,147,78,42,27,0,0
Volusia,0511 511,WVHA - Group A Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,WVHA - Group A Seat,,Under Votes,,78,34,30,14,0,0
Volusia,0511 511,WVHA - Group B Seat,,Jennifer Lee Coen,,132,57,57,18,0,0
Volusia,0511 511,WVHA - Group B Seat,,Michael Lee Ray,,151,83,40,28,0,0
Volusia,0511 511,WVHA - Group B Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,WVHA - Group B Seat,,Under Votes,,80,34,32,14,0,0
Volusia,0511 511,Amendment 1 - Citzenship Requirement,,Yes,,726,350,224,152,0,0
Volusia,0511 511,Amendment 1 - Citzenship Requirement,,No,,106,32,53,21,0,0
Volusia,0511 511,Amendment 1 - Citzenship Requirement,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Amendment 1 - Citzenship Requirement,,Under Votes,,49,26,9,14,0,0
Volusia,0511 511,Amendment 2 - Minimum Wage,,Yes,,354,132,161,61,0,0
Volusia,0511 511,Amendment 2 - Minimum Wage,,No,,486,252,120,114,0,0
Volusia,0511 511,Amendment 2 - Minimum Wage,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Amendment 2 - Minimum Wage,,Under Votes,,41,24,5,12,0,0
Volusia,0511 511,Amendment 3 - Primary Elections,,Yes,,355,140,156,59,0,0
Volusia,0511 511,Amendment 3 - Primary Elections,,No,,456,232,116,108,0,0
Volusia,0511 511,Amendment 3 - Primary Elections,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Amendment 3 - Primary Elections,,Under Votes,,70,36,14,20,0,0
Volusia,0511 511,Amendment 4 - Apprl Const. Amendment,,Yes,,413,230,97,86,0,0
Volusia,0511 511,Amendment 4 - Apprl Const. Amendment,,No,,386,139,167,80,0,0
Volusia,0511 511,Amendment 4 - Apprl Const. Amendment,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Amendment 4 - Apprl Const. Amendment,,Under Votes,,82,39,22,21,0,0
Volusia,0511 511,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0511 511,Amendment 5 - Homestead,,Yes,,584,299,173,112,0,0
Volusia,0511 511,Amendment 5 - Homestead,,No,,200,66,83,51,0,0
Volusia,0511 511,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Amendment 5 - Homestead,,Under Votes,,97,43,30,24,0,0
Volusia,0511 511,Amendment 6 - Ad Valorem Tax Discount,,Yes,,708,336,229,143,0,0
Volusia,0511 511,Amendment 6 - Ad Valorem Tax Discount,,No,,99,36,36,27,0,0
Volusia,0511 511,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0511 511,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,74,36,21,17,0,0
Volusia,0511 511,Volusia ECHO,,Yes (For Bonds),,505,197,206,102,0,0
Volusia,0511 511,Volusia ECHO,,No (Against Bonds),,286,168,55,63,0,0
