county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day
Sumter,0113 113 ROYAL COMM BLDG,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0113 113 ROYAL COMM BLDG,No. 1 Constitutional Amendment,,Under Votes,,50,,,
Sumter,0113 113 ROYAL COMM BLDG,No. 2 Constitutional Amendment,,Yes,,512,170,191,151
Sumter,0113 113 ROYAL COMM BLDG,No. 2 Constitutional Amendment,,No,,431,94,221,116
Sumter,0113 113 ROYAL COMM BLDG,No. 2 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0113 113 ROYAL COMM BLDG,No. 2 Constitutional Amendment,,Under Votes,,51,,,
Sumter,0113 113 ROYAL COMM BLDG,No. 3 Constitutional Amendment,,Yes,,459,136,169,154
Sumter,0113 113 ROYAL COMM BLDG,No. 3 Constitutional Amendment,,No,,449,127,226,96
Sumter,0113 113 ROYAL COMM BLDG,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0113 113 ROYAL COMM BLDG,No. 3 Constitutional Amendment,,Under Votes,,86,,,
Sumter,0113 113 ROYAL COMM BLDG,No. 4 Constitutional Amendment,,Yes,,513,122,234,157
Sumter,0113 113 ROYAL COMM BLDG,No. 4 Constitutional Amendment,,No,,383,138,157,88
Sumter,0113 113 ROYAL COMM BLDG,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0113 113 ROYAL COMM BLDG,No. 4 Constitutional Amendment,,Under Votes,,98,,,
Sumter,0113 113 ROYAL COMM BLDG,No. 5 Constitutional Amendment,,Yes,,618,183,276,159
Sumter,0113 113 ROYAL COMM BLDG,No. 5 Constitutional Amendment,,No,,272,75,117,80
Sumter,0113 113 ROYAL COMM BLDG,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0113 113 ROYAL COMM BLDG,No. 5 Constitutional Amendment,,Under Votes,,104,,,
Sumter,0113 113 ROYAL COMM BLDG,No. 6 Constitutional Amendment,,Yes,,796,230,355,211
Sumter,0113 113 ROYAL COMM BLDG,No. 6 Constitutional Amendment,,No,,112,33,41,38
Sumter,0113 113 ROYAL COMM BLDG,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0113 113 ROYAL COMM BLDG,No. 6 Constitutional Amendment,,Under Votes,,86,,,
Sumter,0114 114 LAKE PAN REC BLDG,Registered Voters,,,,3195,,,
Sumter,0114 114 LAKE PAN REC BLDG,Ballots Cast,,,,2451,689,899,863
Sumter,0114 114 LAKE PAN REC BLDG,Ballots Cast Blank,,,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,President,,Donald J. Trump,REP,1881,389,756,736
Sumter,0114 114 LAKE PAN REC BLDG,President,,Joseph R. Biden,DEM,545,290,138,117
Sumter,0114 114 LAKE PAN REC BLDG,President,,Jo Jorgensen,LPF,11,,,
Sumter,0114 114 LAKE PAN REC BLDG,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0114 114 LAKE PAN REC BLDG,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,President,,Howie Hawkins,GRE,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,President,,Don Blankenship,CPF,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,President,,WRITE-IN,,5,,,
Sumter,0114 114 LAKE PAN REC BLDG,President,,Over Votes,,5,,,
Sumter,0114 114 LAKE PAN REC BLDG,President,,Under Votes,,3,,,
Sumter,0114 114 LAKE PAN REC BLDG,U.S. House,11,Daniel Webster,REP,1852,397,739,716
Sumter,0114 114 LAKE PAN REC BLDG,U.S. House,11,Dana Marie Cottrell,DEM,539,276,139,124
Sumter,0114 114 LAKE PAN REC BLDG,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,U.S. House,11,Under Votes,,60,,,
Sumter,0114 114 LAKE PAN REC BLDG,State House,33,Brett T. Hage,REP,1818,386,732,700
Sumter,0114 114 LAKE PAN REC BLDG,State House,33,"Mamie ""Dee"" Melvin",DEM,279,138,131,
Sumter,0114 114 LAKE PAN REC BLDG,State House,33,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,State House,33,Under Votes,,85,,,
Sumter,0114 114 LAKE PAN REC BLDG,Board of County Commissioners District 1,,Gary Search,REP,1846,424,732,690
Sumter,0114 114 LAKE PAN REC BLDG,Board of County Commissioners District 1,,Larry J. Green,,482,221,127,134
Sumter,0114 114 LAKE PAN REC BLDG,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,Board of County Commissioners District 1,,Under Votes,,123,44,40,39
Sumter,0114 114 LAKE PAN REC BLDG,Justice of the Supreme Court Carlos G. Muniz,,Yes,,1499,389,564,546
Sumter,0114 114 LAKE PAN REC BLDG,Justice of the Supreme Court Carlos G. Muniz,,No,,623,206,211,206
Sumter,0114 114 LAKE PAN REC BLDG,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0114 114 LAKE PAN REC BLDG,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,328,94,124,110
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Kerry I. Evander,,Yes,,1505,416,547,542
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Kerry I. Evander,,No,,607,175,224,208
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,339,98,128,113
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Jamie Grosshans,,Yes,,1488,397,558,533
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Jamie Grosshans,,No,,587,175,206,206
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,376,117,135,124
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal John M. Harris,,Yes,,1560,432,576,552
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal John M. Harris,,No,,543,160,190,193
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal John M. Harris,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal John M. Harris,,Under Votes,,348,97,133,118
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,1474,414,534,526
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Richard B. Orfinger,,No,,629,177,233,219
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,348,98,132,118
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Meredith Sasso,,Yes,,1524,422,560,542
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Meredith Sasso,,No,,580,168,208,204
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,1,,,
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,346,99,130,117
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal F. Rand Wallis,,Yes,,1517,416,569,532
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal F. Rand Wallis,,No,,589,173,202,214
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,345,100,128,117
Sumter,0114 114 LAKE PAN REC BLDG,No. 1 Constitutional Amendment,,Yes,,2074,544,772,758
Sumter,0114 114 LAKE PAN REC BLDG,No. 1 Constitutional Amendment,,No,,289,120,93,76
Sumter,0114 114 LAKE PAN REC BLDG,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,No. 1 Constitutional Amendment,,Under Votes,,88,,,
Sumter,0114 114 LAKE PAN REC BLDG,No. 2 Constitutional Amendment,,Yes,,1142,433,336,373
Sumter,0114 114 LAKE PAN REC BLDG,No. 2 Constitutional Amendment,,No,,1226,232,529,465
Sumter,0114 114 LAKE PAN REC BLDG,No. 2 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0114 114 LAKE PAN REC BLDG,No. 2 Constitutional Amendment,,Under Votes,,81,,,
Sumter,0114 114 LAKE PAN REC BLDG,No. 3 Constitutional Amendment,,Yes,,1261,376,409,476
Sumter,0114 114 LAKE PAN REC BLDG,No. 3 Constitutional Amendment,,No,,1007,259,408,340
Sumter,0114 114 LAKE PAN REC BLDG,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,No. 3 Constitutional Amendment,,Under Votes,,183,54,82,47
Sumter,0114 114 LAKE PAN REC BLDG,No. 4 Constitutional Amendment,,Yes,,1201,302,436,463
Sumter,0114 114 LAKE PAN REC BLDG,No. 4 Constitutional Amendment,,No,,1046,332,373,341
Sumter,0114 114 LAKE PAN REC BLDG,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0114 114 LAKE PAN REC BLDG,No. 4 Constitutional Amendment,,Under Votes,,204,55,90,59
Sumter,0114 114 LAKE PAN REC BLDG,No. 5 Constitutional Amendment,,Yes,,1643,456,593,594
Sumter,0114 114 LAKE PAN REC BLDG,No. 5 Constitutional Amendment,,No,,610,183,217,210
Sumter,0114 114 LAKE PAN REC BLDG,No. 5 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0114 114 LAKE PAN REC BLDG,No. 5 Constitutional Amendment,,Under Votes,,196,50,88,58
Sumter,0114 114 LAKE PAN REC BLDG,No. 6 Constitutional Amendment,,Yes,,2089,582,756,751
Sumter,0114 114 LAKE PAN REC BLDG,No. 6 Constitutional Amendment,,No,,197,62,71,64
Sumter,0114 114 LAKE PAN REC BLDG,No. 6 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0114 114 LAKE PAN REC BLDG,No. 6 Constitutional Amendment,,Under Votes,,164,45,71,48
Sumter,0115 115 WILDWOOD COMM BLDG,Registered Voters,,,,2926,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Ballots Cast,,,,2051,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Ballots Cast Blank,,,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Donald J. Trump,REP,1043,339,478,226
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Joseph R. Biden,DEM,984,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Jo Jorgensen,LPF,6,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Gloria La Riva,PSL,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Howie Hawkins,GRE,2,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Don Blankenship,CPF,2,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,WRITE-IN,,4,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Over Votes,,4,,,
Sumter,0115 115 WILDWOOD COMM BLDG,President,,Under Votes,,5,,,
Sumter,0115 115 WILDWOOD COMM BLDG,U.S. House,11,Daniel Webster,REP,1053,356,471,226
Sumter,0115 115 WILDWOOD COMM BLDG,U.S. House,11,Dana Marie Cottrell,DEM,944,,,
Sumter,0115 115 WILDWOOD COMM BLDG,U.S. House,11,Over Votes,,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,U.S. House,11,Under Votes,,53,,,
Sumter,0115 115 WILDWOOD COMM BLDG,State House,33,Brett T. Hage,REP,1008,330,461,217
Sumter,0115 115 WILDWOOD COMM BLDG,State House,33,"Mamie ""Dee"" Melvin",DEM,965,,,
Sumter,0115 115 WILDWOOD COMM BLDG,State House,33,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,State House,33,Under Votes,,78,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Board of County Commissioners District 1,,Gary Search,REP,1124,396,492,236
Sumter,0115 115 WILDWOOD COMM BLDG,Board of County Commissioners District 1,,Larry J. Green,,772,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,Board of County Commissioners District 1,,Under Votes,,155,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Justice of the Supreme Court Carlos G. Muniz,,Yes,,1229,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Justice of the Supreme Court Carlos G. Muniz,,No,,552,220,212,120
Sumter,0115 115 WILDWOOD COMM BLDG,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,269,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Kerry I. Evander,,Yes,,1271,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Kerry I. Evander,,No,,502,189,206,107
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,278,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Jamie Grosshans,,Yes,,1220,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Jamie Grosshans,,No,,517,205,197,115
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,313,164,114,35
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal John M. Harris,,Yes,,1292,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal John M. Harris,,No,,483,191,192,100
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal John M. Harris,,Over Votes,,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal John M. Harris,,Under Votes,,275,138,106,31
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,1235,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Richard B. Orfinger,,No,,528,206,212,110
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,288,143,112,33
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Meredith Sasso,,Yes,,1268,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Meredith Sasso,,No,,490,196,199,95
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,293,149,110,34
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal F. Rand Wallis,,Yes,,1259,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal F. Rand Wallis,,No,,504,200,200,104
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,287,141,112,34
Sumter,0115 115 WILDWOOD COMM BLDG,No. 1 Constitutional Amendment,,Yes,,1617,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 1 Constitutional Amendment,,No,,330,141,123,66
Sumter,0115 115 WILDWOOD COMM BLDG,No. 1 Constitutional Amendment,,Over Votes,,3,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 1 Constitutional Amendment,,Under Votes,,101,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 2 Constitutional Amendment,,Yes,,1264,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 2 Constitutional Amendment,,No,,672,225,310,137
Sumter,0115 115 WILDWOOD COMM BLDG,No. 2 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 2 Constitutional Amendment,,Under Votes,,114,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 3 Constitutional Amendment,,Yes,,1148,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 3 Constitutional Amendment,,No,,726,293,286,147
Sumter,0115 115 WILDWOOD COMM BLDG,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,No. 3 Constitutional Amendment,,Under Votes,,177,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 4 Constitutional Amendment,,Yes,,1044,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 4 Constitutional Amendment,,No,,806,379,274,153
Sumter,0115 115 WILDWOOD COMM BLDG,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,No. 4 Constitutional Amendment,,Under Votes,,201,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 5 Constitutional Amendment,,Yes,,1295,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 5 Constitutional Amendment,,No,,545,227,201,117
Sumter,0115 115 WILDWOOD COMM BLDG,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,No. 5 Constitutional Amendment,,Under Votes,,211,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 6 Constitutional Amendment,,Yes,,1649,,,
Sumter,0115 115 WILDWOOD COMM BLDG,No. 6 Constitutional Amendment,,No,,224,88,80,56
Sumter,0115 115 WILDWOOD COMM BLDG,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0115 115 WILDWOOD COMM BLDG,No. 6 Constitutional Amendment,,Under Votes,,178,,,
Sumter,0117 117 FENNEY REC,Registered Voters,,,,8613,,,
Sumter,0117 117 FENNEY REC,Ballots Cast,,,,7908,,,
Sumter,0117 117 FENNEY REC,Ballots Cast Blank,,,,0,0,0,0
Sumter,0117 117 FENNEY REC,President,,Donald J. Trump,REP,5372,1554,3137,681
Sumter,0117 117 FENNEY REC,President,,Joseph R. Biden,DEM,2474,,,
Sumter,0117 117 FENNEY REC,President,,Jo Jorgensen,LPF,24,,,
Sumter,0117 117 FENNEY REC,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0117 117 FENNEY REC,President,,Gloria La Riva,PSL,1,,,
Sumter,0117 117 FENNEY REC,President,,Howie Hawkins,GRE,3,,,
Sumter,0117 117 FENNEY REC,President,,Don Blankenship,CPF,1,,,
Sumter,0117 117 FENNEY REC,President,,WRITE-IN,,13,,,
Sumter,0117 117 FENNEY REC,President,,Over Votes,,5,,,
Sumter,0117 117 FENNEY REC,President,,Under Votes,,14,,,
Sumter,0117 117 FENNEY REC,U.S. House,11,Daniel Webster,REP,5466,,,
Sumter,0117 117 FENNEY REC,U.S. House,11,Dana Marie Cottrell,DEM,2243,1469,668,106
Sumter,0117 117 FENNEY REC,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0117 117 FENNEY REC,U.S. House,11,Under Votes,,199,,,
Sumter,0117 117 FENNEY REC,State House,33,Brett T. Hage,REP,5388,,,
Sumter,0117 117 FENNEY REC,State House,33,"Mamie ""Dee"" Melvin",DEM,1459,671,103,
Sumter,0117 117 FENNEY REC,State House,33,Over Votes,,0,0,0,0
Sumter,0117 117 FENNEY REC,State House,33,Under Votes,,287,113,135,39
Sumter,0117 117 FENNEY REC,Board of County Commissioners District 1,,Gary Search,REP,5854,,,
Sumter,0117 117 FENNEY REC,Board of County Commissioners District 1,,Larry J. Green,,1547,960,498,89
Sumter,0117 117 FENNEY REC,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0117 117 FENNEY REC,Board of County Commissioners District 1,,Under Votes,,507,256,200,51
Sumter,0117 117 FENNEY REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,5187,,,
Sumter,0117 117 FENNEY REC,Justice of the Supreme Court Carlos G. Muniz,,No,,1462,716,598,148
Sumter,0117 117 FENNEY REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,2,,,
Sumter,0117 117 FENNEY REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,1257,470,658,129
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,5282,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Kerry I. Evander,,No,,1283,561,566,156
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,1342,511,692,139
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,5101,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Jamie Grosshans,,No,,1278,620,521,137
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,3,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,1526,634,747,145
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal John M. Harris,,Yes,,5334,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal John M. Harris,,No,,1216,563,516,137
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal John M. Harris,,Over Votes,,1,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,1357,513,702,142
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,5159,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,1340,588,590,162
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,0,0,0,0
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,1409,527,735,147
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,5298,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Meredith Sasso,,No,,1216,572,504,140
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,1394,507,742,145
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,5268,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal F. Rand Wallis,,No,,1214,559,517,138
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,1,,,
Sumter,0117 117 FENNEY REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,1425,528,757,140
Sumter,0117 117 FENNEY REC,No. 1 Constitutional Amendment,,Yes,,6634,,,
Sumter,0117 117 FENNEY REC,No. 1 Constitutional Amendment,,No,,956,595,322,39
Sumter,0117 117 FENNEY REC,No. 1 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0117 117 FENNEY REC,No. 1 Constitutional Amendment,,Under Votes,,317,114,154,49
Sumter,0117 117 FENNEY REC,No. 2 Constitutional Amendment,,Yes,,4219,,,
Sumter,0117 117 FENNEY REC,No. 2 Constitutional Amendment,,No,,3359,991,1919,449
Sumter,0117 117 FENNEY REC,No. 2 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0117 117 FENNEY REC,No. 2 Constitutional Amendment,,Under Votes,,328,105,168,55
Sumter,0117 117 FENNEY REC,No. 3 Constitutional Amendment,,Yes,,3893,,,
Sumter,0117 117 FENNEY REC,No. 3 Constitutional Amendment,,No,,3402,1371,1712,319
Sumter,0117 117 FENNEY REC,No. 3 Constitutional Amendment,,Over Votes,,4,,,
Sumter,0117 117 FENNEY REC,No. 3 Constitutional Amendment,,Under Votes,,609,211,319,79
Sumter,0117 117 FENNEY REC,No. 4 Constitutional Amendment,,Yes,,3635,1208,2011,416
Sumter,0117 117 FENNEY REC,No. 4 Constitutional Amendment,,No,,3601,,,
Sumter,0117 117 FENNEY REC,No. 4 Constitutional Amendment,,Over Votes,,3,,,
Sumter,0117 117 FENNEY REC,No. 4 Constitutional Amendment,,Under Votes,,669,231,351,87
Sumter,0117 117 FENNEY REC,No. 5 Constitutional Amendment,,Yes,,5248,,,
Sumter,0117 117 FENNEY REC,No. 5 Constitutional Amendment,,No,,2004,936,880,188
Sumter,0117 117 FENNEY REC,No. 5 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0117 117 FENNEY REC,No. 5 Constitutional Amendment,,Under Votes,,654,234,343,77
Sumter,0117 117 FENNEY REC,No. 6 Constitutional Amendment,,Yes,,6500,,,
Sumter,0117 117 FENNEY REC,No. 6 Constitutional Amendment,,No,,826,469,298,59
Sumter,0117 117 FENNEY REC,No. 6 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0117 117 FENNEY REC,No. 6 Constitutional Amendment,,Under Votes,,581,196,308,77
Sumter,0118 118 FIRST UNITED METH,Registered Voters,,,,2831,,,
Sumter,0118 118 FIRST UNITED METH,Ballots Cast,,,,2226,,,
Sumter,0118 118 FIRST UNITED METH,Ballots Cast Blank,,,,1,,,
Sumter,0118 118 FIRST UNITED METH,President,,Donald J. Trump,REP,1701,357,969,375
Sumter,0118 118 FIRST UNITED METH,President,,Joseph R. Biden,DEM,497,,,
Sumter,0118 118 FIRST UNITED METH,President,,Jo Jorgensen,LPF,11,,,
Sumter,0118 118 FIRST UNITED METH,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0118 118 FIRST UNITED METH,President,,Gloria La Riva,PSL,1,,,
Sumter,0118 118 FIRST UNITED METH,President,,Howie Hawkins,GRE,1,,,
Sumter,0118 118 FIRST UNITED METH,President,,Don Blankenship,CPF,1,,,
Sumter,0118 118 FIRST UNITED METH,President,,WRITE-IN,,5,,,
Sumter,0118 118 FIRST UNITED METH,President,,Over Votes,,2,,,
Sumter,0118 118 FIRST UNITED METH,President,,Under Votes,,6,,,
Sumter,0118 118 FIRST UNITED METH,U.S. House,11,Daniel Webster,REP,1686,,,
Sumter,0118 118 FIRST UNITED METH,U.S. House,11,Dana Marie Cottrell,DEM,480,233,178,69
Sumter,0118 118 FIRST UNITED METH,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0118 118 FIRST UNITED METH,U.S. House,11,Under Votes,,60,,,
Sumter,0118 118 FIRST UNITED METH,State House,33,Brett T. Hage,REP,1662,350,946,366
Sumter,0118 118 FIRST UNITED METH,State House,33,"Mamie ""Dee"" Melvin",DEM,479,,,
Sumter,0118 118 FIRST UNITED METH,State House,33,Over Votes,,0,0,0,0
