county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Citrus,204,No. 5 Limit Prop Tax Assessment,,No,,792,438,265,89,0
Citrus,204,No. 6 Ad Valorem Tax,,Yes,,2755,1377,1027,351,0
Citrus,204,No. 6 Ad Valorem Tax,,No,,371,217,119,35,0
Citrus,205,Registered Voters,,,,2318,,,,
Citrus,205,Ballots Cast,,,,1721,617,701,400,3
Citrus,205,Ballots Cast Blank,,,,81,21,43,17,0
Citrus,205,President,,Donald J. Trump,REP,1116,290,523,301,2
Citrus,205,President,,Joseph R. Biden,DEM,579,318,169,91,1
Citrus,205,President,,Jo Jorgensen,LPF,14,3,5,6,0
Citrus,205,President,,"Roque ""Rocky"" De La Fuente",REF,1,0,1,0,0
Citrus,205,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,205,President,,Howie Hawkins,GRE,0,0,0,0,0
Citrus,205,President,,Don Blankenship,CPF,0,0,0,0,0
Citrus,205,President,,WRITE-IN,,2,0,1,1,0
Citrus,205,U.S. House,11,Daniel Webster,REP,1077,284,510,281,2
Citrus,205,U.S. House,11,Dana Marie Cottrell,DEM,589,314,167,107,1
Citrus,205,State House,34,Ralph E. Massullo Jr,REP,1127,306,519,300,2
Citrus,205,State House,34,Dushyant Jethagir Gosai,DEM,508,277,145,85,1
Citrus,205,Sheriff,,Michael Prendergast,REP,1182,376,527,276,3
Citrus,205,Sheriff,,Lee Alexander,NPA,489,225,151,113,0
Citrus,205,Property Appraiser,,Cregg Dalton,REP,1036,310,474,251,1
Citrus,205,Property Appraiser,,Rick Schroeder,NPA,584,265,188,129,2
Citrus,205,Justice of the Supreme Court - Muniz,,Yes,,1110,373,468,267,2
Citrus,205,Justice of the Supreme Court - Muniz,,No,,445,187,155,103,0
Citrus,205,Fifth District Court of Appeal - Evander,,Yes,,1153,399,481,270,3
Citrus,205,Fifth District Court of Appeal - Evander,,No,,371,153,129,89,0
Citrus,205,Fifth District Court of Appeal - Harris,,Yes,,1151,403,472,273,3
Citrus,205,Fifth District Court of Appeal - Harris,,No,,366,149,130,87,0
Citrus,205,Fifth District Court of Appeal - Orfinger,,Yes,,1125,392,467,263,3
Citrus,205,Fifth District Court of Appeal - Orfinger,,No,,386,162,129,95,0
Citrus,205,Fifth District Court of Appeal - Sasso,,Yes,,1146,399,471,273,3
Citrus,205,Fifth District Court of Appeal - Sasso,,No,,371,155,131,85,0
Citrus,205,Fifth District Court of Appeal - Wallis,,Yes,,1132,397,470,262,3
Citrus,205,Fifth District Court of Appeal - Wallis,,No,,388,157,131,100,0
Citrus,205,School Board - District 2,,"Virginia ""Ginger"" Bryant",,912,322,368,221,1
Citrus,205,School Board - District 2,,Danielle Damato Doty,,644,246,245,151,2
Citrus,205,Mosquito Control Board Seat 2,,Stephanie Adams,,733,275,281,175,2
Citrus,205,Mosquito Control Board Seat 2,,Theressa Foster West,,435,147,184,104,0
Citrus,205,Mosquito Control Board Seat 2,,Timothy R. Langer,,352,135,134,82,1
Citrus,205,No. 1 Citizenship Requirement to Vote,,Yes,,1427,502,575,347,3
Citrus,205,No. 1 Citizenship Requirement to Vote,,No,,197,86,76,35,0
Citrus,205,No. 2 Raising FL Minimum Wage,,Yes,,931,403,352,174,2
Citrus,205,No. 2 Raising FL Minimum Wage,,No,,649,154,303,191,1
Citrus,205,No. 3 All Voters Vote in Primary,,Yes,,1048,368,423,254,3
Citrus,205,No. 3 All Voters Vote in Primary,,No,,506,184,213,109,0
Citrus,205,No. 4 Voter Approval of Amendments,,Yes,,833,258,358,215,2
Citrus,205,No. 4 Voter Approval of Amendments,,No,,712,290,274,147,1
Citrus,205,No. 5 Limit Prop Tax Assessment,,Yes,,1122,408,445,266,3
Citrus,205,No. 5 Limit Prop Tax Assessment,,No,,446,158,179,109,0
Citrus,205,No. 6 Ad Valorem Tax,,Yes,,1460,517,588,352,3
Citrus,205,No. 6 Ad Valorem Tax,,No,,157,64,65,28,0
Citrus,206,Registered Voters,,,,2574,,,,
Citrus,206,Ballots Cast,,,,1828,712,693,415,8
Citrus,206,Ballots Cast Blank,,,,67,16,34,17,0
Citrus,206,President,,Donald J. Trump,REP,1120,317,505,295,3
Citrus,206,President,,Joseph R. Biden,DEM,668,377,181,105,5
Citrus,206,President,,Jo Jorgensen,LPF,18,9,1,8,0
Citrus,206,President,,"Roque ""Rocky"" De La Fuente",REF,2,1,0,1,0
Citrus,206,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,206,President,,Howie Hawkins,GRE,2,1,0,1,0
Citrus,206,President,,Don Blankenship,CPF,1,0,1,0,0
Citrus,206,President,,WRITE-IN,,9,4,1,4,0
Citrus,206,U.S. House,11,Daniel Webster,REP,1096,320,484,287,5
Citrus,206,U.S. House,11,Dana Marie Cottrell,DEM,667,366,183,115,3
Citrus,206,State House,34,Ralph E. Massullo Jr,REP,1159,347,506,301,5
Citrus,206,State House,34,Dushyant Jethagir Gosai,DEM,582,328,153,98,3
Citrus,206,Sheriff,,Michael Prendergast,REP,1207,401,511,288,7
Citrus,206,Sheriff,,Lee Alexander,NPA,548,273,156,118,1
Citrus,206,Property Appraiser,,Cregg Dalton,REP,1072,335,464,270,3
Citrus,206,Property Appraiser,,Rick Schroeder,NPA,635,321,187,122,5
Citrus,206,Justice of the Supreme Court - Muniz,,Yes,,1203,450,463,285,5
Citrus,206,Justice of the Supreme Court - Muniz,,No,,442,202,148,89,3
Citrus,206,Fifth District Court of Appeal - Evander,,Yes,,1212,454,463,289,6
Citrus,206,Fifth District Court of Appeal - Evander,,No,,412,181,146,83,2
Citrus,206,Fifth District Court of Appeal - Harris,,Yes,,1192,442,458,286,6
Citrus,206,Fifth District Court of Appeal - Harris,,No,,422,192,147,81,2
Citrus,206,Fifth District Court of Appeal - Orfinger,,Yes,,1171,435,455,275,6
Citrus,206,Fifth District Court of Appeal - Orfinger,,No,,436,197,147,90,2
Citrus,206,Fifth District Court of Appeal - Sasso,,Yes,,1216,447,473,289,7
Citrus,206,Fifth District Court of Appeal - Sasso,,No,,397,188,130,78,1
Citrus,206,Fifth District Court of Appeal - Wallis,,Yes,,1195,443,460,286,6
Citrus,206,Fifth District Court of Appeal - Wallis,,No,,417,188,142,85,2
Citrus,206,School Board - District 2,,"Virginia ""Ginger"" Bryant",,913,351,342,213,7
Citrus,206,School Board - District 2,,Danielle Damato Doty,,754,290,297,166,1
Citrus,206,Mosquito Control Board Seat 2,,Stephanie Adams,,746,291,288,162,5
Citrus,206,Mosquito Control Board Seat 2,,Theressa Foster West,,468,178,172,116,2
Citrus,206,Mosquito Control Board Seat 2,,Timothy R. Langer,,386,146,149,90,1
Citrus,206,No. 1 Citizenship Requirement to Vote,,Yes,,1529,577,590,354,8
Citrus,206,No. 1 Citizenship Requirement to Vote,,No,,224,116,64,44,0
Citrus,206,No. 2 Raising FL Minimum Wage,,Yes,,1040,450,379,206,5
Citrus,206,No. 2 Raising FL Minimum Wage,,No,,675,205,277,190,3
Citrus,206,No. 3 All Voters Vote in Primary,,Yes,,1098,429,398,263,8
Citrus,206,No. 3 All Voters Vote in Primary,,No,,585,218,243,124,0
Citrus,206,No. 4 Voter Approval of Amendments,,Yes,,916,318,369,227,2
Citrus,206,No. 4 Voter Approval of Amendments,,No,,753,319,269,159,6
Citrus,206,No. 5 Limit Prop Tax Assessment,,Yes,,1224,477,461,280,6
Citrus,206,No. 5 Limit Prop Tax Assessment,,No,,449,175,176,96,2
Citrus,206,No. 6 Ad Valorem Tax,,Yes,,1563,601,593,361,8
Citrus,206,No. 6 Ad Valorem Tax,,No,,171,72,64,35,0
Citrus,208,Registered Voters,,,,1806,,,,
Citrus,208,Ballots Cast,,,,1563,655,568,338,2
Citrus,208,Ballots Cast Blank,,,,43,21,17,5,0
Citrus,208,President,,Donald J. Trump,REP,1085,345,451,288,1
Citrus,208,President,,Joseph R. Biden,DEM,460,302,114,43,1
Citrus,208,President,,Jo Jorgensen,LPF,10,3,2,5,0
Citrus,208,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,208,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,208,President,,Howie Hawkins,GRE,1,0,0,1,0
Citrus,208,President,,Don Blankenship,CPF,2,2,0,0,0
Citrus,208,President,,WRITE-IN,,5,3,1,1,0
Citrus,208,U.S. House,11,Daniel Webster,REP,1069,346,441,281,1
Citrus,208,U.S. House,11,Dana Marie Cottrell,DEM,463,292,118,52,1
Citrus,208,State House,34,Ralph E. Massullo Jr,REP,1154,402,458,292,2
Citrus,208,State House,34,Dushyant Jethagir Gosai,DEM,369,237,95,37,0
Citrus,208,Sheriff,,Michael Prendergast,REP,1128,407,439,280,2
Citrus,208,Sheriff,,Lee Alexander,NPA,402,232,120,50,0
Citrus,208,Property Appraiser,,Cregg Dalton,REP,1066,367,436,261,2
Citrus,208,Property Appraiser,,Rick Schroeder,NPA,427,245,114,68,0
Citrus,208,Justice of the Supreme Court - Muniz,,Yes,,1032,418,393,220,1
Citrus,208,Justice of the Supreme Court - Muniz,,No,,359,166,108,84,1
Citrus,208,Fifth District Court of Appeal - Evander,,Yes,,1064,451,382,230,1
Citrus,208,Fifth District Court of Appeal - Evander,,No,,315,124,115,75,1
Citrus,208,Fifth District Court of Appeal - Harris,,Yes,,1086,460,390,235,1
Citrus,208,Fifth District Court of Appeal - Harris,,No,,285,116,99,69,1
Citrus,208,Fifth District Court of Appeal - Orfinger,,Yes,,1037,452,366,217,2
Citrus,208,Fifth District Court of Appeal - Orfinger,,No,,334,123,127,84,0
Citrus,208,Fifth District Court of Appeal - Sasso,,Yes,,1058,450,385,223,0
Citrus,208,Fifth District Court of Appeal - Sasso,,No,,312,124,106,81,1
Citrus,208,Fifth District Court of Appeal - Wallis,,Yes,,1046,435,388,221,2
Citrus,208,Fifth District Court of Appeal - Wallis,,No,,322,136,105,81,0
Citrus,208,School Board - District 2,,"Virginia ""Ginger"" Bryant",,810,332,290,186,2
Citrus,208,School Board - District 2,,Danielle Damato Doty,,612,257,223,132,0
Citrus,208,Mosquito Control Board Seat 2,,Stephanie Adams,,572,269,182,120,1
Citrus,208,Mosquito Control Board Seat 2,,Theressa Foster West,,380,145,145,89,1
Citrus,208,Mosquito Control Board Seat 2,,Timothy R. Langer,,411,156,157,98,0
Citrus,208,No. 1 Citizenship Requirement to Vote,,Yes,,1246,507,451,286,2
Citrus,208,No. 1 Citizenship Requirement to Vote,,No,,256,124,86,46,0
Citrus,208,No. 2 Raising FL Minimum Wage,,Yes,,672,372,189,110,1
Citrus,208,No. 2 Raising FL Minimum Wage,,No,,818,244,356,217,1
Citrus,208,No. 3 All Voters Vote in Primary,,Yes,,787,373,254,159,1
Citrus,208,No. 3 All Voters Vote in Primary,,No,,689,241,285,162,1
Citrus,208,No. 4 Voter Approval of Amendments,,Yes,,680,266,255,157,2
Citrus,208,No. 4 Voter Approval of Amendments,,No,,784,343,276,165,0
Citrus,208,No. 5 Limit Prop Tax Assessment,,Yes,,1073,466,379,227,1
Citrus,208,No. 5 Limit Prop Tax Assessment,,No,,377,140,144,92,1
Citrus,208,No. 6 Ad Valorem Tax,,Yes,,1328,551,485,290,2
Citrus,208,No. 6 Ad Valorem Tax,,No,,173,72,58,43,0
Citrus,300,Registered Voters,,,,2805,,,,
Citrus,300,Ballots Cast,,,,2106,812,758,532,4
Citrus,300,Ballots Cast Blank,,,,67,19,21,27,0
Citrus,300,President,,Donald J. Trump,REP,1608,502,636,468,2
Citrus,300,President,,Joseph R. Biden,DEM,477,302,119,55,1
Citrus,300,President,,Jo Jorgensen,LPF,13,6,3,4,0
Citrus,300,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,300,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,300,President,,Howie Hawkins,GRE,1,0,0,1,0
Citrus,300,President,,Don Blankenship,CPF,2,0,0,2,0
Citrus,300,President,,WRITE-IN,,2,1,0,1,0
Citrus,300,U.S. House,11,Daniel Webster,REP,1555,487,623,443,2
Citrus,300,U.S. House,11,Dana Marie Cottrell,DEM,488,306,116,65,1
Citrus,300,State House,34,Ralph E. Massullo Jr,REP,1615,535,621,458,1
Citrus,300,State House,34,Dushyant Jethagir Gosai,DEM,403,245,108,48,2
Citrus,300,Sheriff,,Michael Prendergast,REP,1539,538,602,396,3
Citrus,300,Sheriff,,Lee Alexander,NPA,500,240,139,120,1
Citrus,300,Property Appraiser,,Cregg Dalton,REP,1439,489,565,383,2
Citrus,300,Property Appraiser,,Rick Schroeder,NPA,549,277,153,118,1
Citrus,300,Justice of the Supreme Court - Muniz,,Yes,,1361,520,513,325,3
Citrus,300,Justice of the Supreme Court - Muniz,,No,,493,202,146,145,0
Citrus,300,Fifth District Court of Appeal - Evander,,Yes,,1404,549,508,344,3
Citrus,300,Fifth District Court of Appeal - Evander,,No,,456,174,156,126,0
Citrus,300,Fifth District Court of Appeal - Harris,,Yes,,1409,560,515,331,3
Citrus,300,Fifth District Court of Appeal - Harris,,No,,428,157,142,129,0
Citrus,300,Fifth District Court of Appeal - Orfinger,,Yes,,1341,529,483,326,3
Citrus,300,Fifth District Court of Appeal - Orfinger,,No,,494,188,168,138,0
Citrus,300,Fifth District Court of Appeal - Sasso,,Yes,,1376,539,503,331,3
Citrus,300,Fifth District Court of Appeal - Sasso,,No,,455,173,148,134,0
Citrus,300,Fifth District Court of Appeal - Wallis,,Yes,,1375,535,507,330,3
Citrus,300,Fifth District Court of Appeal - Wallis,,No,,459,179,145,135,0
Citrus,300,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1182,454,423,302,3
Citrus,300,School Board - District 2,,Danielle Damato Doty,,725,286,266,173,0
Citrus,300,Mosquito Control Board Seat 2,,Stephanie Adams,,773,326,253,192,2
Citrus,300,Mosquito Control Board Seat 2,,Theressa Foster West,,570,223,209,137,1
Citrus,300,Mosquito Control Board Seat 2,,Timothy R. Langer,,509,182,194,133,0
Citrus,300,No. 1 Citizenship Requirement to Vote,,Yes,,1829,689,669,467,4
Citrus,300,No. 1 Citizenship Requirement to Vote,,No,,207,99,65,43,0
Citrus,300,No. 2 Raising FL Minimum Wage,,Yes,,905,432,285,185,3
Citrus,300,No. 2 Raising FL Minimum Wage,,No,,1073,324,433,315,1
Citrus,300,No. 3 All Voters Vote in Primary,,Yes,,1174,493,405,272,4
Citrus,300,No. 3 All Voters Vote in Primary,,No,,772,257,297,218,0
Citrus,300,No. 4 Voter Approval of Amendments,,Yes,,983,336,377,266,4
Citrus,300,No. 4 Voter Approval of Amendments,,No,,941,411,313,217,0
Citrus,300,No. 5 Limit Prop Tax Assessment,,Yes,,1427,546,515,362,4
Citrus,300,No. 5 Limit Prop Tax Assessment,,No,,515,207,185,123,0
Citrus,300,No. 6 Ad Valorem Tax,,Yes,,1805,697,658,446,4
Citrus,300,No. 6 Ad Valorem Tax,,No,,210,80,74,56,0
Citrus,301,Registered Voters,,,,6793,,,,
Citrus,301,Ballots Cast,,,,5237,1951,2098,1182,6
Citrus,301,Ballots Cast Blank,,,,199,69,80,50,0
Citrus,301,President,,Donald J. Trump,REP,3793,1107,1704,978,4
Citrus,301,President,,Joseph R. Biden,DEM,1375,812,376,185,2
Citrus,301,President,,Jo Jorgensen,LPF,26,9,10,7,0
Citrus,301,President,,"Roque ""Rocky"" De La Fuente",REF,5,3,0,2,0
Citrus,301,President,,Gloria La Riva,PSL,2,2,0,0,0
Citrus,301,President,,Howie Hawkins,GRE,6,2,3,1,0
Citrus,301,President,,Don Blankenship,CPF,3,2,0,1,0
Citrus,301,President,,WRITE-IN,,14,6,2,6,0
Citrus,301,U.S. House,11,Daniel Webster,REP,3688,1104,1648,931,5
Citrus,301,U.S. House,11,Dana Marie Cottrell,DEM,1398,796,386,215,1
Citrus,301,State House,34,Ralph E. Massullo Jr,REP,3881,1227,1683,967,4
Citrus,301,State House,34,Dushyant Jethagir Gosai,DEM,1126,643,312,170,1
Citrus,301,Sheriff,,Michael Prendergast,REP,3848,1267,1641,935,5
Citrus,301,Sheriff,,Lee Alexander,NPA,1231,607,403,220,1
Citrus,301,Property Appraiser,,Cregg Dalton,REP,3532,1133,1542,854,3
Citrus,301,Property Appraiser,,Rick Schroeder,NPA,1386,680,436,267,3
Citrus,301,Justice of the Supreme Court - Muniz,,Yes,,3298,1176,1367,750,5
Citrus,301,Justice of the Supreme Court - Muniz,,No,,1303,559,447,296,1
Citrus,301,Fifth District Court of Appeal - Evander,,Yes,,3396,1267,1363,763,3
Citrus,301,Fifth District Court of Appeal - Evander,,No,,1182,467,440,273,2
Citrus,301,Fifth District Court of Appeal - Harris,,Yes,,3391,1274,1357,757,3
Citrus,301,Fifth District Court of Appeal - Harris,,No,,1152,446,428,276,2
Citrus,301,Fifth District Court of Appeal - Orfinger,,Yes,,3321,1228,1335,755,3
Citrus,301,Fifth District Court of Appeal - Orfinger,,No,,1218,493,446,277,2
Citrus,301,Fifth District Court of Appeal - Sasso,,Yes,,3357,1258,1336,759,4
Citrus,301,Fifth District Court of Appeal - Sasso,,No,,1174,459,445,269,1
Citrus,301,Fifth District Court of Appeal - Wallis,,Yes,,3364,1250,1354,757,3
Citrus,301,Fifth District Court of Appeal - Wallis,,No,,1177,468,432,275,2
Citrus,301,School Board - District 2,,"Virginia ""Ginger"" Bryant",,2790,1094,1081,611,4
Citrus,301,School Board - District 2,,Danielle Damato Doty,,1970,679,813,477,1
Citrus,301,Mosquito Control Board Seat 2,,Stephanie Adams,,1878,757,739,380,2
Citrus,301,Mosquito Control Board Seat 2,,Theressa Foster West,,1542,496,629,416,1
Citrus,301,Mosquito Control Board Seat 2,,Timothy R. Langer,,1163,465,444,254,0
Citrus,301,No. 1 Citizenship Requirement to Vote,,Yes,,4366,1584,1762,1016,4
Citrus,301,No. 1 Citizenship Requirement to Vote,,No,,651,297,242,112,0
Citrus,301,No. 2 Raising FL Minimum Wage,,Yes,,2428,1120,859,444,5
Citrus,301,No. 2 Raising FL Minimum Wage,,No,,2487,689,1128,669,1
Citrus,301,No. 3 All Voters Vote in Primary,,Yes,,2863,1139,1094,626,4
Citrus,301,No. 3 All Voters Vote in Primary,,No,,1979,650,860,467,2
Citrus,301,No. 4 Voter Approval of Amendments,,Yes,,2419,793,1020,600,6
Citrus,301,No. 4 Voter Approval of Amendments,,No,,2368,976,909,483,0
Citrus,301,No. 5 Limit Prop Tax Assessment,,Yes,,3559,1361,1414,779,5
Citrus,301,No. 5 Limit Prop Tax Assessment,,No,,1209,406,500,302,1
Citrus,301,No. 6 Ad Valorem Tax,,Yes,,4466,1655,1808,998,5
Citrus,301,No. 6 Ad Valorem Tax,,No,,512,180,202,129,1
Citrus,302,Registered Voters,,,,5743,,,,
Citrus,302,Ballots Cast,,,,4363,1665,1838,853,7
Citrus,302,Ballots Cast Blank,,,,156,35,87,33,1
Citrus,302,President,,Donald J. Trump,REP,3212,963,1512,731,6
Citrus,302,President,,Joseph R. Biden,DEM,1106,681,313,111,1
Citrus,302,President,,Jo Jorgensen,LPF,16,4,6,6,0
Citrus,302,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,302,President,,Gloria La Riva,PSL,2,1,1,0,0
Citrus,302,President,,Howie Hawkins,GRE,5,2,2,1,0
Citrus,302,President,,Don Blankenship,CPF,3,1,2,0,0
Citrus,302,President,,WRITE-IN,,9,8,0,1,0
Citrus,302,U.S. House,11,Daniel Webster,REP,3099,944,1450,700,5
Citrus,302,U.S. House,11,Dana Marie Cottrell,DEM,1137,677,332,127,1
Citrus,302,State House,34,Ralph E. Massullo Jr,REP,3259,1036,1504,713,6
Citrus,302,State House,34,Dushyant Jethagir Gosai,DEM,909,559,248,101,1
Citrus,302,Sheriff,,Michael Prendergast,REP,3213,1075,1461,671,6
Citrus,302,Sheriff,,Lee Alexander,NPA,1013,525,323,164,1
Citrus,302,Property Appraiser,,Cregg Dalton,REP,2966,976,1361,623,6
Citrus,302,Property Appraiser,,Rick Schroeder,NPA,1156,582,382,192,0
Citrus,302,Justice of the Supreme Court - Muniz,,Yes,,2718,1014,1172,530,2
Citrus,302,Justice of the Supreme Court - Muniz,,No,,1092,461,415,214,2
Citrus,302,Fifth District Court of Appeal - Evander,,Yes,,2813,1070,1189,551,3
Citrus,302,Fifth District Court of Appeal - Evander,,No,,967,391,382,193,1
Citrus,302,Fifth District Court of Appeal - Harris,,Yes,,2794,1065,1174,551,4
Citrus,302,Fifth District Court of Appeal - Harris,,No,,965,395,377,193,0
Citrus,302,Fifth District Court of Appeal - Orfinger,,Yes,,2715,1035,1148,530,2
Citrus,302,Fifth District Court of Appeal - Orfinger,,No,,1030,419,401,208,2
Citrus,302,Fifth District Court of Appeal - Sasso,,Yes,,2764,1048,1169,544,3
Citrus,302,Fifth District Court of Appeal - Sasso,,No,,980,406,377,196,1
Citrus,302,Fifth District Court of Appeal - Wallis,,Yes,,2772,1037,1184,548,3
Citrus,302,Fifth District Court of Appeal - Wallis,,No,,978,421,366,190,1
Citrus,302,School Board - District 2,,"Virginia ""Ginger"" Bryant",,2473,909,1054,506,4
Citrus,302,School Board - District 2,,Danielle Damato Doty,,1433,589,579,264,1
Citrus,302,Mosquito Control Board Seat 2,,Stephanie Adams,,1634,660,663,309,2
Citrus,302,Mosquito Control Board Seat 2,,Theressa Foster West,,1154,420,500,233,1
Citrus,302,Mosquito Control Board Seat 2,,Timothy R. Langer,,983,375,401,205,2
Citrus,302,No. 1 Citizenship Requirement to Vote,,Yes,,3645,1366,1529,745,5
Citrus,302,No. 1 Citizenship Requirement to Vote,,No,,509,244,199,66,0
Citrus,302,No. 2 Raising FL Minimum Wage,,Yes,,1973,940,730,301,2
Citrus,302,No. 2 Raising FL Minimum Wage,,No,,2076,618,947,507,4
Citrus,302,No. 3 All Voters Vote in Primary,,Yes,,2403,994,949,455,5
Citrus,302,No. 3 All Voters Vote in Primary,,No,,1569,542,698,328,1
Citrus,302,No. 4 Voter Approval of Amendments,,Yes,,1967,695,839,431,2
Citrus,302,No. 4 Voter Approval of Amendments,,No,,1964,835,782,343,4
Citrus,302,No. 5 Limit Prop Tax Assessment,,Yes,,2969,1134,1258,572,5
Citrus,302,No. 5 Limit Prop Tax Assessment,,No,,1034,413,406,214,1
Citrus,302,No. 6 Ad Valorem Tax,,Yes,,3736,1423,1563,745,5
Citrus,302,No. 6 Ad Valorem Tax,,No,,426,174,181,70,1
Citrus,305,Registered Voters,,,,5498,,,,
Citrus,305,Ballots Cast,,,,3996,1522,1488,979,7
Citrus,305,Ballots Cast Blank,,,,137,37,65,33,2
Citrus,305,President,,Donald J. Trump,REP,2905,873,1187,839,6
Citrus,305,President,,Joseph R. Biden,DEM,1034,619,285,129,1
Citrus,305,President,,Jo Jorgensen,LPF,23,6,12,5,0
Citrus,305,President,,"Roque ""Rocky"" De La Fuente",REF,3,1,0,2,0
Citrus,305,President,,Gloria La Riva,PSL,1,1,0,0,0
Citrus,305,President,,Howie Hawkins,GRE,5,3,1,1,0
Citrus,305,President,,Don Blankenship,CPF,2,1,1,0,0
Citrus,305,President,,WRITE-IN,,11,7,2,2,0
Citrus,305,U.S. House,11,Daniel Webster,REP,2802,866,1152,780,4
Citrus,305,U.S. House,11,Dana Marie Cottrell,DEM,1072,613,301,156,2
Citrus,305,State House,34,Ralph E. Massullo Jr,REP,2926,940,1172,810,4
Citrus,305,State House,34,Dushyant Jethagir Gosai,DEM,886,521,253,110,2
Citrus,305,Sheriff,,Michael Prendergast,REP,2849,950,1117,779,3
Citrus,305,Sheriff,,Lee Alexander,NPA,1010,513,326,168,3
Citrus,305,Property Appraiser,,Cregg Dalton,REP,2571,851,1041,676,3
Citrus,305,Property Appraiser,,Rick Schroeder,NPA,1197,568,377,249,3
Citrus,305,Justice of the Supreme Court - Muniz,,Yes,,2421,889,936,594,2
Citrus,305,Justice of the Supreme Court - Muniz,,No,,1085,455,360,268,2
Citrus,305,Fifth District Court of Appeal - Evander,,Yes,,2529,967,965,594,3
Citrus,305,Fifth District Court of Appeal - Evander,,No,,946,370,316,259,1
Citrus,305,Fifth District Court of Appeal - Harris,,Yes,,2514,950,965,597,2
Citrus,305,Fifth District Court of Appeal - Harris,,No,,936,382,307,245,2
Citrus,305,Fifth District Court of Appeal - Orfinger,,Yes,,2462,936,938,585,3
Citrus,305,Fifth District Court of Appeal - Orfinger,,No,,989,396,335,257,1
Citrus,305,Fifth District Court of Appeal - Sasso,,Yes,,2468,931,929,605,3
Citrus,305,Fifth District Court of Appeal - Sasso,,No,,979,400,339,239,1
Citrus,305,Fifth District Court of Appeal - Wallis,,Yes,,2513,952,955,603,3
Citrus,305,Fifth District Court of Appeal - Wallis,,No,,946,384,318,243,1
Citrus,305,School Board - District 2,,"Virginia ""Ginger"" Bryant",,2269,851,840,576,2
Citrus,305,School Board - District 2,,Danielle Damato Doty,,1309,532,474,301,2
Citrus,305,Mosquito Control Board Seat 2,,Stephanie Adams,,1468,587,526,353,2
Citrus,305,Mosquito Control Board Seat 2,,Theressa Foster West,,1067,410,404,252,1
Citrus,305,Mosquito Control Board Seat 2,,Timothy R. Langer,,919,332,339,247,1
Citrus,305,No. 1 Citizenship Requirement to Vote,,Yes,,3342,1251,1235,852,4
Citrus,305,No. 1 Citizenship Requirement to Vote,,No,,465,217,165,82,1
Citrus,305,No. 2 Raising FL Minimum Wage,,Yes,,1900,894,622,383,1
Citrus,305,No. 2 Raising FL Minimum Wage,,No,,1830,523,760,543,4
Citrus,305,No. 3 All Voters Vote in Primary,,Yes,,2259,905,804,546,4
Citrus,305,No. 3 All Voters Vote in Primary,,No,,1410,494,552,363,1
Citrus,305,No. 4 Voter Approval of Amendments,,Yes,,1853,658,711,481,3
Citrus,305,No. 4 Voter Approval of Amendments,,No,,1781,735,628,416,2
Citrus,305,No. 5 Limit Prop Tax Assessment,,Yes,,2654,1028,988,633,5
Citrus,305,No. 5 Limit Prop Tax Assessment,,No,,997,363,373,261,0
Citrus,305,No. 6 Ad Valorem Tax,,Yes,,3419,1316,1266,832,5
Citrus,305,No. 6 Ad Valorem Tax,,No,,379,127,146,106,0
Citrus,307,Registered Voters,,,,9492,,,,
Citrus,307,Ballots Cast,,,,8260,4261,3071,914,14
Citrus,307,Ballots Cast Blank,,,,305,130,133,38,4
Citrus,307,President,,Donald J. Trump,REP,5451,2245,2422,774,10
Citrus,307,President,,Joseph R. Biden,DEM,2739,1979,626,130,4
Citrus,307,President,,Jo Jorgensen,LPF,19,6,7,6,0
Citrus,307,President,,"Roque ""Rocky"" De La Fuente",REF,1,1,0,0,0
Citrus,307,President,,Gloria La Riva,PSL,3,1,0,2,0
Citrus,307,President,,Howie Hawkins,GRE,4,4,0,0,0
Citrus,307,President,,Don Blankenship,CPF,3,1,2,0,0
Citrus,307,President,,WRITE-IN,,8,4,3,1,0
Citrus,307,U.S. House,11,Daniel Webster,REP,5418,2294,2372,744,8
Citrus,307,U.S. House,11,Dana Marie Cottrell,DEM,2610,1860,606,140,4
Citrus,307,State House,34,Ralph E. Massullo Jr,REP,5750,2552,2416,774,8
Citrus,307,State House,34,Dushyant Jethagir Gosai,DEM,2163,1554,502,103,4
Citrus,307,Sheriff,,Michael Prendergast,REP,5955,2733,2431,781,10
Citrus,307,Sheriff,,Lee Alexander,NPA,1963,1325,526,110,2
Citrus,307,Property Appraiser,,Cregg Dalton,REP,5385,2425,2246,706,8
Citrus,307,Property Appraiser,,Rick Schroeder,NPA,2309,1492,650,163,4
Citrus,307,Justice of the Supreme Court - Muniz,,Yes,,5329,2684,2029,606,10
Citrus,307,Justice of the Supreme Court - Muniz,,No,,1807,1036,587,182,2
Citrus,307,Fifth District Court of Appeal - Evander,,Yes,,5459,2841,1996,613,9
