county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0273 N028,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1058,156,513,389,0
Broward,0273 N028,Fourth District Court of Appeal - Martha C. Warner,,,No.,312,64,122,126,0
Broward,0273 N028,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,764,133,309,322,0
Broward,0273 N028,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,537,72,311,154,0
Broward,0273 N028,School Board At Large - Seat 9,,,Debra Hixon.,940,148,457,335,0
Broward,0273 N028,School Board At Large - Seat 9,,,Jeff Holness,443,70,189,184,0
Broward,0273 N028,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,896,150,399,347,0
Broward,0273 N028,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,423,62,223,138,0
Broward,0273 N028,City Council Group 3 Plantation,,,Jennifer Andreu,546,60,292,194,0
Broward,0273 N028,City Council Group 3 Plantation,,,Jennifer Izaguirre,388,97,129,162,0
Broward,0273 N028,City Council Group 3 Plantation,,,Ron Jacobs,429,61,214,154,0
Broward,0273 N028,City Council Group 4 Plantation,,,Siobhan Edwards,242,32,130,80,0
Broward,0273 N028,City Council Group 4 Plantation,,,Timothy J. Fadgen.,612,131,221,260,0
Broward,0273 N028,City Council Group 4 Plantation,,,Keandra Fulton.,353,41,200,112,0
Broward,0273 N028,City Council Group 4 Plantation,,,Henry VanBaalen,137,19,73,45,0
Broward,0273 N028,City Council Group 5 Plantation,,,Robert Koreman.,548,99,245,204,0
Broward,0273 N028,City Council Group 5 Plantation,,,Nick Sortal.,771,114,380,277,0
Broward,0273 N028,No. 1 Constitutional Amendment,,,Yes,1126,223,449,454,0
Broward,0273 N028,No. 1 Constitutional Amendment,,,No.,391,34,237,120,0
Broward,0273 N028,No. 2 Constitutional Amendment,,,Yes,928,132,506,290,0
Broward,0273 N028,No. 2 Constitutional Amendment,,,No.,590,126,181,283,0
Broward,0273 N028,No. 3 Constitutional Amendment,,,Yes,784,141,365,278,0
Broward,0273 N028,No. 3 Constitutional Amendment,,,No.,694,108,309,277,0
Broward,0273 N028,No. 4 Constitutional Amendment,,,Yes,599,118,211,270,0
Broward,0273 N028,No. 4 Constitutional Amendment,,,No.,874,125,467,282,0
Broward,0273 N028,No. 5 Constitutional Amendment,,,Yes,1019,173,479,367,0
Broward,0273 N028,No. 5 Constitutional Amendment,,,No.,371,57,165,149,0
Broward,0273 N028,No. 6 Constitutional Amendment,,,Yes,1286,204,596,486,0
Broward,0273 N028,No. 6 Constitutional Amendment,,,No.,185,29,83,73,0
Broward,0273 N028,Broward County Ballot Question,,,Yes,910,127,470,313,0
Broward,0273 N028,Broward County Ballot Question,,,No.,500,104,179,217,0
Broward,0273 N028,Broward County Charter Question,,,Yes,742,127,361,254,0
Broward,0273 N028,Broward County Charter Question,,,No.,666,105,283,278,0
Broward,0274 N029,Registered Voters,,,,3119,,,,
Broward,0274 N029,Ballots Cast,,,,2447,199,1403,844,1
Broward,0274 N029,Ballots Cast Blank,,,,127,13,51,63,0
Broward,0274 N029,President,,REP,Donald J. Trump,938,127,369,442,0
Broward,0274 N029,President,,DEM,Joseph R. Biden,1478,66,1016,395,1
Broward,0274 N029,President,,LPF,Jo Jorgensen,10,1,5,4,0
Broward,0274 N029,President,,REF,"Roque ""Rocky"" De La Fuente",2,1,1,0,0
Broward,0274 N029,President,,PSL,Gloria La Riva,1,0,1,0,0
Broward,0274 N029,President,,GRE,Howie Hawkins,2,1,0,1,0
Broward,0274 N029,President,,CPF,Don Blankenship,1,1,0,0,0
Broward,0274 N029,President,,,Write-ins,5,2,3,0,0
Broward,0274 N029,U.S. House,23,REP,Carla Spalding,962,121,399,442,0
Broward,0274 N029,U.S. House,23,DEM,Debbie Wasserman Schultz,1417,71,975,370,1
Broward,0274 N029,U.S. House,23,,Write-ins,11,0,6,5,0
Broward,0274 N029,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,988,124,430,434,0
Broward,0274 N029,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1354,61,922,370,1
Broward,0274 N029,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1685,106,1097,481,1
Broward,0274 N029,Public Defender - 17th Judicial Circuit,,,Write-ins,76,10,23,43,0
Broward,0274 N029,Sheriff,,REP,H. Wayne Clark,909,113,394,402,0
Broward,0274 N029,Sheriff,,DEM,Gregory Tony,1268,64,847,356,1
Broward,0274 N029,Sheriff,,NPA,"Charles ""Chuck"" Whatley",114,11,67,36,0
Broward,0274 N029,Sheriff,,,Write-ins,10,0,6,4,0
Broward,0274 N029,Supervisor of Elections,,REP,Catherine McBreen,912,118,378,416,0
Broward,0274 N029,Supervisor of Elections,,DEM,Joe Scott,1408,68,964,375,1
Broward,0274 N029,Supervisor of Elections,,,Write-ins,8,0,6,2,0
Broward,0274 N029,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,1204,119,613,472,0
Broward,0274 N029,Justice of the Supreme Court - Carlos G. Muniz,,,No.,896,40,623,232,1
Broward,0274 N029,Fourth District Court of Appeal - Alan O. Forst,,,Yes,1284,119,693,472,0
Broward,0274 N029,Fourth District Court of Appeal - Alan O. Forst,,,No.,788,36,530,221,1
Broward,0274 N029,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,1258,115,678,465,0
Broward,0274 N029,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,806,37,542,226,1
Broward,0274 N029,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1649,128,974,547,0
Broward,0274 N029,Fourth District Court of Appeal - Martha C. Warner,,,No.,412,23,247,141,1
Broward,0274 N029,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,1120,102,613,405,0
Broward,0274 N029,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,824,43,560,220,1
Broward,0274 N029,School Board At Large - Seat 9,,,Debra Hixon.,1564,122,941,500,1
Broward,0274 N029,School Board At Large - Seat 9,,,Jeff Holness,519,42,291,186,0
Broward,0274 N029,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1328,103,755,470,0
Broward,0274 N029,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,641,43,428,169,1
Broward,0274 N029,City Council Group 3 Plantation,,,Jennifer Andreu,909,42,606,261,0
Broward,0274 N029,City Council Group 3 Plantation,,,Jennifer Izaguirre,550,67,245,237,1
Broward,0274 N029,City Council Group 3 Plantation,,,Ron Jacobs,629,56,380,193,0
Broward,0274 N029,City Council Group 4 Plantation,,,Siobhan Edwards,525,31,370,124,0
Broward,0274 N029,City Council Group 4 Plantation,,,Timothy J. Fadgen.,719,71,350,298,0
Broward,0274 N029,City Council Group 4 Plantation,,,Keandra Fulton.,541,38,325,177,1
Broward,0274 N029,City Council Group 4 Plantation,,,Henry VanBaalen,219,16,139,64,0
Broward,0274 N029,City Council Group 5 Plantation,,,Robert Koreman.,766,64,434,268,0
Broward,0274 N029,City Council Group 5 Plantation,,,Nick Sortal.,1218,81,764,372,1
Broward,0274 N029,No. 1 Constitutional Amendment,,,Yes,1523,165,788,570,0
Broward,0274 N029,No. 1 Constitutional Amendment,,,No.,769,19,534,215,1
Broward,0274 N029,No. 2 Constitutional Amendment,,,Yes,1594,108,1029,456,1
Broward,0274 N029,No. 2 Constitutional Amendment,,,No.,707,81,305,321,0
Broward,0274 N029,No. 3 Constitutional Amendment,,,Yes,1182,107,679,396,0
Broward,0274 N029,No. 3 Constitutional Amendment,,,No.,1083,74,638,370,1
Broward,0274 N029,No. 4 Constitutional Amendment,,,Yes,766,90,379,297,0
Broward,0274 N029,No. 4 Constitutional Amendment,,,No.,1481,88,938,454,1
Broward,0274 N029,No. 5 Constitutional Amendment,,,Yes,1440,115,854,470,1
Broward,0274 N029,No. 5 Constitutional Amendment,,,No.,677,47,409,221,0
Broward,0274 N029,No. 6 Constitutional Amendment,,,Yes,1978,156,1167,654,1
Broward,0274 N029,No. 6 Constitutional Amendment,,,No.,262,25,145,92,0
Broward,0274 N029,Broward County Ballot Question,,,Yes,1514,104,961,448,1
Broward,0274 N029,Broward County Ballot Question,,,No.,627,66,305,256,0
Broward,0274 N029,Broward County Charter Question,,,Yes,1330,108,803,418,1
Broward,0274 N029,Broward County Charter Question,,,No.,808,63,453,292,0
Broward,0275 P001,Registered Voters,,,,1679,,,,
Broward,0275 P001,Ballots Cast,,,,1369,78,703,587,1
Broward,0275 P001,Ballots Cast Blank,,,,55,2,16,37,0
Broward,0275 P001,President,,REP,Donald J. Trump,243,32,82,129,0
Broward,0275 P001,President,,DEM,Joseph R. Biden,1121,44,619,458,0
Broward,0275 P001,President,,LPF,Jo Jorgensen,2,2,0,0,0
Broward,0275 P001,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0275 P001,President,,PSL,Gloria La Riva,1,0,0,0,1
Broward,0275 P001,President,,GRE,Howie Hawkins,0,0,0,0,0
Broward,0275 P001,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0275 P001,President,,,Write-ins,2,0,2,0,0
Broward,0275 P001,U.S. House,22,REP,"James ""Jim"" Pruden",228,30,77,121,0
Broward,0275 P001,U.S. House,22,DEM,Ted Deutch,1114,46,617,450,1
Broward,0275 P001,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,251,30,88,133,0
Broward,0275 P001,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1075,44,597,433,1
Broward,0275 P001,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1175,60,630,484,1
Broward,0275 P001,Public Defender - 17th Judicial Circuit,,,Write-ins,19,3,6,10,0
Broward,0275 P001,Sheriff,,REP,H. Wayne Clark,214,29,73,112,0
Broward,0275 P001,Sheriff,,DEM,Gregory Tony,1001,41,555,404,1
Broward,0275 P001,Sheriff,,NPA,"Charles ""Chuck"" Whatley",60,4,36,20,0
Broward,0275 P001,Sheriff,,,Write-ins,14,1,6,7,0
Broward,0275 P001,Supervisor of Elections,,REP,Catherine McBreen,229,31,78,120,0
Broward,0275 P001,Supervisor of Elections,,DEM,Joe Scott,1097,45,610,441,1
Broward,0275 P001,Supervisor of Elections,,,Write-ins,2,0,2,0,0
Broward,0275 P001,County Commissioner - District 7,,DEM,"Timothy M. ""Tim"" Ryan",1175,60,633,482,0
Broward,0275 P001,County Commissioner - District 7,,,Write-ins,25,4,9,11,1
Broward,0275 P001,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,469,44,214,211,0
Broward,0275 P001,Justice of the Supreme Court - Carlos G. Muniz,,,No.,747,25,430,291,1
Broward,0275 P001,Fourth District Court of Appeal - Alan O. Forst,,,Yes,703,40,339,324,0
Broward,0275 P001,Fourth District Court of Appeal - Alan O. Forst,,,No.,494,27,294,172,1
Broward,0275 P001,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,678,41,322,314,1
Broward,0275 P001,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,510,25,308,177,0
Broward,0275 P001,Fourth District Court of Appeal - Martha C. Warner,,,Yes,893,45,471,377,0
Broward,0275 P001,Fourth District Court of Appeal - Martha C. Warner,,,No.,296,23,158,114,1
Broward,0275 P001,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,467,38,245,184,0
Broward,0275 P001,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,658,30,347,280,1
Broward,0275 P001,School Board At Large - Seat 9,,,Debra Hixon.,816,51,444,320,1
Broward,0275 P001,School Board At Large - Seat 9,,,Jeff Holness,360,20,178,162,0
Broward,0275 P001,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,529,40,265,224,0
Broward,0275 P001,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,598,29,324,244,1
Broward,0275 P001,Mayor Wilton Manors,,,Julie A. Carson,630,29,355,246,0
Broward,0275 P001,Mayor Wilton Manors,,,Scott Newton,481,32,250,199,0
Broward,0275 P001,Mayor Wilton Manors,,,Josie Smith Malave,165,15,68,81,1
Broward,0275 P001,Commissioner Wilton Manors,,,Jason Basilico.,203,17,101,85,0
Broward,0275 P001,Commissioner Wilton Manors,,,Doug Blevins,363,22,196,145,0
Broward,0275 P001,Commissioner Wilton Manors,,,Mike Bracchi,630,31,337,262,0
Broward,0275 P001,Commissioner Wilton Manors,,,Chris Caputo,621,16,348,256,1
Broward,0275 P001,Commissioner Wilton Manors,,,Juan Melecio,135,13,62,60,0
Broward,0275 P001,Commissioner Wilton Manors,,,Joe Sansone.,76,2,50,24,0
Broward,0275 P001,No. 1 Constitutional Amendment,,,Yes,698,56,340,302,0
Broward,0275 P001,No. 1 Constitutional Amendment,,,No.,584,20,323,241,0
Broward,0275 P001,No. 2 Constitutional Amendment,,,Yes,1124,59,603,462,0
Broward,0275 P001,No. 2 Constitutional Amendment,,,No.,171,18,61,92,0
Broward,0275 P001,No. 3 Constitutional Amendment,,,Yes,701,53,354,294,0
Broward,0275 P001,No. 3 Constitutional Amendment,,,No.,573,23,306,244,0
Broward,0275 P001,No. 4 Constitutional Amendment,,,Yes,442,42,193,206,1
Broward,0275 P001,No. 4 Constitutional Amendment,,,No.,844,34,474,336,0
Broward,0275 P001,No. 5 Constitutional Amendment,,,Yes,904,45,480,379,0
Broward,0275 P001,No. 5 Constitutional Amendment,,,No.,294,20,158,115,1
Broward,0275 P001,No. 6 Constitutional Amendment,,,Yes,1111,64,577,470,0
Broward,0275 P001,No. 6 Constitutional Amendment,,,No.,161,9,79,72,1
Broward,0275 P001,Broward County Ballot Question,,,Yes,898,43,481,374,0
Broward,0275 P001,Broward County Ballot Question,,,No.,328,30,157,140,1
Broward,0275 P001,Broward County Charter Question,,,Yes,699,52,367,279,1
Broward,0275 P001,Broward County Charter Question,,,No.,518,21,271,226,0
Broward,0276 P002,Registered Voters,,,,1507,,,,
Broward,0276 P002,Ballots Cast,,,,1213,78,529,606,0
Broward,0276 P002,Ballots Cast Blank,,,,34,8,15,11,0
Broward,0276 P002,President,,REP,Donald J. Trump,209,37,51,121,0
Broward,0276 P002,President,,DEM,Joseph R. Biden,997,38,477,482,0
Broward,0276 P002,President,,LPF,Jo Jorgensen,2,0,0,2,0
Broward,0276 P002,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0276 P002,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0276 P002,President,,GRE,Howie Hawkins,2,1,0,1,0
Broward,0276 P002,President,,CPF,Don Blankenship,1,0,1,0,0
Broward,0276 P002,President,,,Write-ins,1,1,0,0,0
Broward,0276 P002,U.S. House,22,REP,"James ""Jim"" Pruden",196,31,49,116,0
Broward,0276 P002,U.S. House,22,DEM,Ted Deutch,989,40,468,481,0
Broward,0276 P002,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,214,33,57,124,0
Broward,0276 P002,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,955,36,451,468,0
Broward,0276 P002,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1016,44,474,498,0
Broward,0276 P002,Public Defender - 17th Judicial Circuit,,,Write-ins,13,2,4,7,0
Broward,0276 P002,Sheriff,,REP,H. Wayne Clark,193,30,58,105,0
Broward,0276 P002,Sheriff,,DEM,Gregory Tony,903,38,408,457,0
Broward,0276 P002,Sheriff,,NPA,"Charles ""Chuck"" Whatley",52,3,24,25,0
Broward,0276 P002,Sheriff,,,Write-ins,12,1,7,4,0
Broward,0276 P002,Supervisor of Elections,,REP,Catherine McBreen,202,30,52,120,0
Broward,0276 P002,Supervisor of Elections,,DEM,Joe Scott,970,39,460,471,0
Broward,0276 P002,Supervisor of Elections,,,Write-ins,0,0,0,0,0
Broward,0276 P002,County Commissioner - District 7,,DEM,"Timothy M. ""Tim"" Ryan",1025,44,476,505,0
Broward,0276 P002,County Commissioner - District 7,,,Write-ins,20,6,6,8,0
Broward,0276 P002,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,419,34,156,229,0
Broward,0276 P002,Justice of the Supreme Court - Carlos G. Muniz,,,No.,647,22,315,310,0
Broward,0276 P002,Fourth District Court of Appeal - Alan O. Forst,,,Yes,620,31,245,344,0
Broward,0276 P002,Fourth District Court of Appeal - Alan O. Forst,,,No.,430,25,220,185,0
Broward,0276 P002,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,619,29,252,338,0
Broward,0276 P002,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,428,26,215,187,0
Broward,0276 P002,Fourth District Court of Appeal - Martha C. Warner,,,Yes,797,39,358,400,0
Broward,0276 P002,Fourth District Court of Appeal - Martha C. Warner,,,No.,247,17,105,125,0
Broward,0276 P002,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,404,27,179,198,0
Broward,0276 P002,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,606,25,269,312,0
Broward,0276 P002,School Board At Large - Seat 9,,,Debra Hixon.,738,38,323,377,0
Broward,0276 P002,School Board At Large - Seat 9,,,Jeff Holness,282,16,126,140,0
Broward,0276 P002,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,444,27,194,223,0
Broward,0276 P002,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,540,24,237,279,0
Broward,0276 P002,Mayor Wilton Manors,,,Julie A. Carson,484,24,211,249,0
Broward,0276 P002,Mayor Wilton Manors,,,Scott Newton,447,32,189,226,0
Broward,0276 P002,Mayor Wilton Manors,,,Josie Smith Malave,185,8,79,98,0
Broward,0276 P002,Commissioner Wilton Manors,,,Jason Basilico.,207,16,83,108,0
Broward,0276 P002,Commissioner Wilton Manors,,,Doug Blevins,337,14,165,158,0
Broward,0276 P002,Commissioner Wilton Manors,,,Mike Bracchi,581,27,247,307,0
Broward,0276 P002,Commissioner Wilton Manors,,,Chris Caputo,505,14,227,264,0
Broward,0276 P002,Commissioner Wilton Manors,,,Juan Melecio,91,12,31,48,0
Broward,0276 P002,Commissioner Wilton Manors,,,Joe Sansone.,54,2,33,19,0
Broward,0276 P002,No. 1 Constitutional Amendment,,,Yes,642,57,276,309,0
Broward,0276 P002,No. 1 Constitutional Amendment,,,No.,516,14,224,278,0
Broward,0276 P002,No. 2 Constitutional Amendment,,,Yes,1001,55,452,494,0
Broward,0276 P002,No. 2 Constitutional Amendment,,,No.,163,17,51,95,0
Broward,0276 P002,No. 3 Constitutional Amendment,,,Yes,610,43,280,287,0
Broward,0276 P002,No. 3 Constitutional Amendment,,,No.,537,27,215,295,0
Broward,0276 P002,No. 4 Constitutional Amendment,,,Yes,414,38,163,213,0
Broward,0276 P002,No. 4 Constitutional Amendment,,,No.,732,29,332,371,0
Broward,0276 P002,No. 5 Constitutional Amendment,,,Yes,826,50,364,412,0
Broward,0276 P002,No. 5 Constitutional Amendment,,,No.,242,13,104,125,0
Broward,0276 P002,No. 6 Constitutional Amendment,,,Yes,1003,59,427,517,0
Broward,0276 P002,No. 6 Constitutional Amendment,,,No.,142,7,69,66,0
Broward,0276 P002,Broward County Ballot Question,,,Yes,786,42,343,401,0
Broward,0276 P002,Broward County Ballot Question,,,No.,312,21,136,155,0
Broward,0276 P002,Broward County Charter Question,,,Yes,617,40,277,300,0
Broward,0276 P002,Broward County Charter Question,,,No.,477,23,198,256,0
Broward,0277 P003,Registered Voters,,,,2494,,,,
Broward,0277 P003,Ballots Cast,,,,1903,181,944,778,0
Broward,0277 P003,Ballots Cast Blank,,,,79,12,35,32,0
Broward,0277 P003,President,,REP,Donald J. Trump,410,81,126,203,0
Broward,0277 P003,President,,DEM,Joseph R. Biden,1477,99,809,569,0
Broward,0277 P003,President,,LPF,Jo Jorgensen,4,0,2,2,0
Broward,0277 P003,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0277 P003,President,,PSL,Gloria La Riva,1,0,1,0,0
Broward,0277 P003,President,,GRE,Howie Hawkins,2,0,0,2,0
Broward,0277 P003,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0277 P003,President,,,Write-ins,4,1,2,1,0
Broward,0277 P003,U.S. House,22,REP,"James ""Jim"" Pruden",390,81,120,189,0
Broward,0277 P003,U.S. House,22,DEM,Ted Deutch,1471,90,808,573,0
Broward,0277 P003,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,410,75,137,198,0
Broward,0277 P003,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1432,94,779,559,0
Broward,0277 P003,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1543,114,831,598,0
Broward,0277 P003,Public Defender - 17th Judicial Circuit,,,Write-ins,33,9,8,16,0
Broward,0277 P003,Sheriff,,REP,H. Wayne Clark,384,65,143,176,0
Broward,0277 P003,Sheriff,,DEM,Gregory Tony,1340,96,702,542,0
Broward,0277 P003,Sheriff,,NPA,"Charles ""Chuck"" Whatley",86,11,49,26,0
Broward,0277 P003,Sheriff,,,Write-ins,9,0,9,0,0
Broward,0277 P003,Supervisor of Elections,,REP,Catherine McBreen,397,79,126,192,0
Broward,0277 P003,Supervisor of Elections,,DEM,Joe Scott,1441,88,790,563,0
Broward,0277 P003,Supervisor of Elections,,,Write-ins,3,1,1,1,0
Broward,0277 P003,County Commissioner - District 7,,DEM,"Timothy M. ""Tim"" Ryan",1562,118,839,605,0
Broward,0277 P003,County Commissioner - District 7,,,Write-ins,40,8,11,21,0
Broward,0277 P003,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,703,95,323,285,0
Broward,0277 P003,Justice of the Supreme Court - Carlos G. Muniz,,,No.,966,56,535,375,0
Broward,0277 P003,Fourth District Court of Appeal - Alan O. Forst,,,Yes,938,93,437,408,0
Broward,0277 P003,Fourth District Court of Appeal - Alan O. Forst,,,No.,704,55,410,239,0
Broward,0277 P003,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,928,93,425,410,0
Broward,0277 P003,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,702,55,415,232,0
Broward,0277 P003,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1267,113,656,498,0
Broward,0277 P003,Fourth District Court of Appeal - Martha C. Warner,,,No.,366,35,188,143,0
Broward,0277 P003,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,701,73,359,269,0
Broward,0277 P003,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,866,63,452,351,0
Broward,0277 P003,School Board At Large - Seat 9,,,Debra Hixon.,1153,98,586,469,0
Broward,0277 P003,School Board At Large - Seat 9,,,Jeff Holness,472,52,247,173,0
Broward,0277 P003,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,830,99,409,322,0
Broward,0277 P003,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,735,49,385,301,0
Broward,0277 P003,Mayor Wilton Manors,,,Julie A. Carson,656,46,359,251,0
Broward,0277 P003,Mayor Wilton Manors,,,Scott Newton,877,95,416,366,0
Broward,0277 P003,Mayor Wilton Manors,,,Josie Smith Malave,217,18,112,87,0
Broward,0277 P003,Commissioner Wilton Manors,,,Jason Basilico.,287,40,140,107,0
Broward,0277 P003,Commissioner Wilton Manors,,,Doug Blevins,596,41,325,230,0
Broward,0277 P003,Commissioner Wilton Manors,,,Mike Bracchi,855,70,440,345,0
Broward,0277 P003,Commissioner Wilton Manors,,,Chris Caputo,656,40,347,269,0
Broward,0277 P003,Commissioner Wilton Manors,,,Juan Melecio,208,48,86,74,0
Broward,0277 P003,Commissioner Wilton Manors,,,Joe Sansone.,130,22,66,42,0
Broward,0277 P003,No. 1 Constitutional Amendment,,,Yes,1008,138,454,416,0
Broward,0277 P003,No. 1 Constitutional Amendment,,,No.,777,31,427,319,0
Broward,0277 P003,No. 2 Constitutional Amendment,,,Yes,1477,117,772,588,0
Broward,0277 P003,No. 2 Constitutional Amendment,,,No.,318,52,113,153,0
Broward,0277 P003,No. 3 Constitutional Amendment,,,Yes,960,118,485,357,0
Broward,0277 P003,No. 3 Constitutional Amendment,,,No.,803,48,389,366,0
Broward,0277 P003,No. 4 Constitutional Amendment,,,Yes,622,100,251,271,0
Broward,0277 P003,No. 4 Constitutional Amendment,,,No.,1144,65,625,454,0
Broward,0277 P003,No. 5 Constitutional Amendment,,,Yes,1213,122,593,498,0
Broward,0277 P003,No. 5 Constitutional Amendment,,,No.,406,28,224,154,0
Broward,0277 P003,No. 6 Constitutional Amendment,,,Yes,1509,150,744,615,0
Broward,0277 P003,No. 6 Constitutional Amendment,,,No.,230,10,120,100,0
Broward,0277 P003,Broward County Ballot Question,,,Yes,1180,105,597,478,0
Broward,0277 P003,Broward County Ballot Question,,,No.,516,53,247,216,0
Broward,0277 P003,Broward County Charter Question,,,Yes,928,102,468,358,0
Broward,0277 P003,Broward County Charter Question,,,No.,758,53,371,334,0
Broward,0278 P004,Registered Voters,,,,1503,,,,
Broward,0278 P004,Ballots Cast,,,,1229,81,654,494,0
Broward,0278 P004,Ballots Cast Blank,,,,40,3,17,20,0
Broward,0278 P004,President,,REP,Donald J. Trump,237,43,83,111,0
Broward,0278 P004,President,,DEM,Joseph R. Biden,978,37,560,381,0
Broward,0278 P004,President,,LPF,Jo Jorgensen,3,1,2,0,0
Broward,0278 P004,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,1,0,0
Broward,0278 P004,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0278 P004,President,,GRE,Howie Hawkins,4,0,4,0,0
Broward,0278 P004,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0278 P004,President,,,Write-ins,2,0,1,1,0
Broward,0278 P004,U.S. House,22,REP,"James ""Jim"" Pruden",222,38,81,103,0
Broward,0278 P004,U.S. House,22,DEM,Ted Deutch,978,40,559,379,0
Broward,0278 P004,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,237,39,88,110,0
Broward,0278 P004,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,950,38,547,365,0
Broward,0278 P004,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1013,54,565,394,0
Broward,0278 P004,Public Defender - 17th Judicial Circuit,,,Write-ins,30,5,15,10,0
Broward,0278 P004,Sheriff,,REP,H. Wayne Clark,220,35,86,99,0
Broward,0278 P004,Sheriff,,DEM,Gregory Tony,890,39,497,354,0
Broward,0278 P004,Sheriff,,NPA,"Charles ""Chuck"" Whatley",46,4,30,12,0
Broward,0278 P004,Sheriff,,,Write-ins,6,0,5,1,0
Broward,0278 P004,Supervisor of Elections,,REP,Catherine McBreen,226,38,83,105,0
Broward,0278 P004,Supervisor of Elections,,DEM,Joe Scott,963,40,556,367,0
Broward,0278 P004,Supervisor of Elections,,,Write-ins,2,0,1,1,0
Broward,0278 P004,County Commissioner - District 7,,DEM,"Timothy M. ""Tim"" Ryan",1030,55,579,396,0
Broward,0278 P004,County Commissioner - District 7,,,Write-ins,39,5,17,17,0
Broward,0278 P004,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,425,46,207,172,0
Broward,0278 P004,Justice of the Supreme Court - Carlos G. Muniz,,,No.,656,24,381,251,0
Broward,0278 P004,Fourth District Court of Appeal - Alan O. Forst,,,Yes,607,50,309,248,0
Broward,0278 P004,Fourth District Court of Appeal - Alan O. Forst,,,No.,470,19,278,173,0
Broward,0278 P004,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,616,50,315,251,0
Broward,0278 P004,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,456,19,268,169,0
Broward,0278 P004,Fourth District Court of Appeal - Martha C. Warner,,,Yes,828,49,447,332,0
Broward,0278 P004,Fourth District Court of Appeal - Martha C. Warner,,,No.,237,18,131,88,0
